,hash,message,time,buggy
54,d8bb4450,Merge pull request #21 from NLeSC/feature/sge-adaptor,2013-04-12 00:34:58,1
55,537ecfd9,Merge pull request #202 from NLeSC/feature/gftp,2014-01-07 03:55:07,1
56,94cd512a,Merge pull request #2 from NLeSC/feature/unnest_adaptors_1plusM_buildxml,2013-04-09 03:35:04,1
57,6ecc510c,Merge pull request #1 from NLeSC/feature/jacoco,2013-04-09 03:22:36,1
58,b357dcd1,Merge pull request #154 from NLeSC/feature/scripting-cleanup,2013-07-28 04:14:34,1
59,afb3279a,Merge pull request #18 from NLeSC/feature/testRelativePath,2013-04-11 09:43:39,1
60,d8426249,Merge pull request #23 from NLeSC/feature/testOctopusProperties,2013-04-12 02:34:35,1
61,dffc2bcc,Merge pull request #130 from NLeSC/feature/issue129,2013-07-03 05:17:52,1
62,d6730867,Merge pull request #27 from NLeSC/feature/SandboxedLocalJobIT,2013-04-12 08:05:17,1
63,af6bef5b,Merge pull request #64 from NLeSC/feature/test_left_dir_behind,2013-05-14 06:41:29,1
64,c97841fe,Merge pull request #7 from NLeSC/feature/mock_engine,2013-04-10 04:07:41,1
65,6f1723a4,Merge pull request #3 from NLeSC/feature/local_coverage,2013-04-09 06:19:45,1
66,eb22dc39,Merge pull request #149 from NLeSC/feature/gridengine-parallel-jobs-2,2013-07-22 04:05:13,1
67,edc7e508,Merge pull request #128 from NLeSC/feature/gridengine-custom-jobs,2013-07-03 03:19:51,1
68,02a4903c,Merge pull request #211 from NLeSC/feature/single-process,2014-07-03 17:39:06,1
69,b14b20fe,Merge pull request #70 from NLeSC/feature/ssh-adaptor-4,2013-05-22 07:13:02,1
70,c0dff712,Merge pull request #4 from NLeSC/feature/ssh-adaptor,2013-04-09 08:27:05,1
71,cd5ca632,Merge pull request #26 from NLeSC/feature/ssh-adaptor-3,2013-04-12 02:59:30,1
72,a8392fb0,Merge pull request #65 from NLeSC/feature/ssh-adaptor-3,2013-05-16 06:31:38,1
73,adae91c2,Merge pull request #161 from NLeSC/feature/javajobdescription-tests,2013-07-31 06:53:11,1
74,e2afc3ed,Merge pull request #8 from NLeSC/feature/document_adding_adaptor,2013-04-10 09:47:18,1
75,d1fa6609,Merge pull request #36 from NLeSC/feature/generic_filetest,2013-04-12 11:19:37,1
76,b621ab88,Merge pull request #230 from benvanwerkhoven/develop,2015-06-30 13:12:05,1
77,a2e4779d,Merge pull request #583 from NLeSC/uses-fs-in-javadoc,2017-10-25 17:09:24,1
78,6e6b0459,Merge pull request #221 from blootsvoets/smalledits,2015-05-26 17:12:41,1
79,18ff6c87,Merge pull request #571 from NLeSC/java-job-description-tests,2017-10-11 16:50:49,1
80,34607a41,Merge pull request #492 from NLeSC/slurm-multi-version,2017-07-31 10:56:19,1
81,99143ed2,Merge pull request #481 from NLeSC/ftp-integration-test,2017-07-18 15:21:22,1
82,501f1174,Merge pull request #484 from NLeSC/webdav-integration-tests,2017-07-19 13:19:23,1
83,8789afab,Merge pull request #482 from NLeSC/torque-integration-test,2017-07-18 18:27:11,1
84,83534842,Merge pull request #304 from NLeSC/gridengine-reporting-shorter-flush,2015-11-04 09:52:23,1
85,0186a81b,Merge pull request #278 from NLeSC/split-integration-tests,2015-09-28 11:26:14,1
86,f696d8b0,Merge pull request #396 from NLeSC/add-adaptor-docs,2017-02-07 13:25:41,1
87,6599877c,Merge pull request #522 from NLeSC/xenon-cli-issue36,2017-08-07 13:38:19,1
88,5aefef36,Merge pull request #483 from NLeSC/gridengine-integration-tests,2017-07-19 13:02:30,1
89,b94f924e,Merge pull request #505 from NLeSC/file-integration-test2,2017-07-31 14:51:42,1
90,471862f7,Merge pull request #313 from NLeSC/docker-sanity-checks,2015-11-09 09:48:57,1
91,c27f27ba,Merge pull request #531 from NLeSC/path-forgets-absoluteness,2017-08-10 10:03:36,1
92,6d40ca71,Merge pull request #469 from NLeSC/tests-restructure-460,2017-07-07 09:51:12,1
93,2a9dfc44,Merge pull request #520 from NLeSC/new-webdav,2017-08-03 14:26:53,1
94,0b622b12,Merge pull request #532 from NLeSC/relative-file-tests,2017-08-11 15:08:23,1
95,8f0d502c,Merge pull request #467 from NLeSC/no-docker-build-461,2017-07-06 10:39:25,1
96,1c24aa5a,Merge pull request #535 from NLeSC/windows-live-tests,2017-08-16 21:31:52,1
97,8e20cd78,Merge pull request #567 from NLeSC/issue566-readme,2017-10-09 11:16:58,1
98,fe19f8c0,Merge pull request #553 from NLeSC/readme-2.0.0-rc2,2017-09-04 18:27:58,1
99,c243c17c,Merge pull request #324 from NLeSC/devel-readme,2015-11-12 14:42:33,1
100,fe554e1f,Merge pull request #550 from NLeSC/sonarcloud-smells-1,2017-09-13 17:22:03,1
101,31608d8a,Merge pull request #301 from NLeSC/coveralls-coverage,2015-11-03 16:21:16,1
102,57d0cd08,Merge pull request #618 from NLeSC/jspaaks-zenodo-metadata,2018-03-16 11:16:58,1
103,113b0a44,Merge pull request #365 from NLeSC/develop,2015-12-16 17:57:47,1
104,a061710e,Merge pull request #403 from NLeSC/develop,2017-02-07 15:50:23,1
105,58592849,Merge pull request #192 from NLeSC/develop,2013-09-24 08:15:55,1
106,115e749e,Merge pull request #445 from NLeSC/code-of-conduct,2017-07-06 10:41:46,1
107,a5da915e,Merge pull request #590 from NLeSC/credentialmap-getters-589,2017-11-02 13:04:54,1
108,f6677209,Merge pull request #427 from NLeSC/sonarqube-fixes2,2017-05-10 13:51:48,1
109,47ce6124,Merge pull request #428 from NLeSC/sonarqube-fixes3,2017-05-12 12:37:48,1
110,9310d0cf,Merge pull request #336 from NLeSC/java8-no-author,2015-11-25 16:49:26,1
111,6d51d619,Merge pull request #314 from NLeSC/integration2coverage-service,2015-11-09 17:23:23,1
112,2b401a60,Merge pull request #503 from NLeSC/tabs2spaces-and-licenseascomment,2017-07-31 13:30:16,1
113,ba60ba16,Merge pull request #565 from NLeSC/issue554-notices,2017-10-05 11:11:03,1
114,c7ffc0a6,Merge pull request #292 from NLeSC/without-unstable-adaptors,2015-10-13 15:52:48,1
115,bbcbfc79,Merge pull request #326 from NLeSC/more-unit-tests,2015-11-13 08:57:55,1
116,16ea374e,Merge pull request #322 from NLeSC/more-unit-tests,2015-11-11 23:14:49,1
117,2c6d0b09,Merge pull request #409 from NLeSC/move-docs,2017-02-16 13:23:25,1
118,e5a6a770,Merge pull request #315 from NLeSC/group-docker-tasks,2015-11-11 11:16:19,1
119,87793a7d,Merge pull request #611 from NLeSC/memory-options,2018-02-23 09:07:53,1
120,6a82fcbc,Merge pull request #603 from NLeSC/jspaaks-rsdbadge,2018-01-25 16:19:40,1
121,51c03ac6,Merge pull request #604 from NLeSC/jspaaks-rsdbadge,2018-01-25 16:59:08,1
122,446e8862,Merge pull request #338 from NLeSC/tutorial,2015-11-26 15:02:35,1
123,4cb50f13,Merge pull request #323 from NLeSC/tutorial,2015-11-12 13:43:50,1
124,36359faf,Merge pull request #299 from NLeSC/refactorJobTests,2015-10-20 11:48:03,1
125,6efeb2fc,Merge pull request #408 from NLeSC/move-utils,2017-02-15 14:01:36,1
126,8678b50d,Merge pull request #407 from NLeSC/move-utils,2017-02-13 16:53:33,1
127,bf6e22c4,Merge pull request #372 from NLeSC/windows-quircks,2016-01-28 13:14:51,1
128,55ba56f0,Merge pull request #418 from NLeSC/hotfix-timeoutoverflow,2017-03-03 13:29:01,1
129,0cb5c169,Merge pull request #414 from NLeSC/hotfix-wait,2017-02-28 16:03:01,1
130,0b07c840,Merge pull request #619 from NLeSC/jspaaks-citationcff,2018-03-16 11:17:39,1
131,a717d6fa,Merge pull request #420 from NLeSC/new-logo,2017-03-13 15:51:01,1
132,80f4db61,Merge pull request #332 from NLeSC/agent-no-identies,2015-11-19 13:42:23,1
133,2bbc4630,Merge pull request #478 from NLeSC/public-streamforwarder,2017-07-17 16:27:27,1
134,b5d6b1e6,Merge pull request #308 from NLeSC/wait4gridengine,2015-11-04 16:18:19,1
135,fac83908,Merge pull request #444 from NLeSC/contributing,2017-07-06 10:43:28,1
136,9573fa81,Merge pull request #591 from NLeSC/hdfs,2017-11-06 17:03:08,1
137,9ab5036b,Merge pull request #473 from NLeSC/ci,2017-07-14 17:46:23,1
138,3b596686,Merge pull request #527 from NLeSC/S3AdaptorNoGitHell,2017-08-07 17:00:05,1
139,3fccad26,Merge pull request #255 from NLeSC/issue219,2015-08-11 16:14:21,1
140,b5cf7a57,Merge pull request #341 from NLeSC/issue253,2015-11-26 22:54:34,1
141,b91b80f7,Merge pull request #88 from NLeSC/copyoption_contains,2013-06-04 07:16:07,1
142,2e92db0a,Merge pull request #89 from NLeSC/copyoption_contains,2013-06-04 07:28:10,1
143,080292a5,Merge pull request #328 from NLeSC/ssh_config_parser,2015-11-16 17:24:28,1
144,981921eb,Merge pull request #245 from NLeSC/issue242,2015-08-11 16:14:49,1
145,60c5970d,Merge pull request #319 from NLeSC/gradlew4travis,2015-11-11 16:31:11,1
146,36f8ef52,Merge pull request #561 from NLeSC/issue238,2017-09-19 12:57:34,1
147,9054b89f,Merge pull request #339 from NLeSC/quickstart,2015-11-26 15:24:49,1
148,fdbf50ae,Merge pull request #549 from NLeSC/xenonprops,2017-09-13 15:17:18,1
149,29ce9d73,Merge pull request #352 from NLeSC/issue348,2015-12-09 16:09:34,1
150,911d83e6,Merge pull request #456 from NLeSC/roadmap,2017-07-06 10:39:57,1
151,612ac271,Merge pull request #312 from NLeSC/integrationTestFixes,2015-11-09 09:48:42,1
152,35ad3c29,Merge pull request #411 from NLeSC/jekyllsite,2017-02-20 15:49:49,1
153,dda846f1,Merge pull request #620 from NLeSC/jspaaks-citationcff,2018-03-26 12:29:49,1
154,b92a8132,Merge pull request #307 from NLeSC/pmd,2015-11-04 16:17:48,1
155,c679d263,Merge pull request #410 from NLeSC/slurm_15_fix,2017-02-16 14:58:15,1
156,136d7a19,Merge pull request #110 from NLeSC/issue109test,2013-06-27 05:27:29,1
157,81bf7c5c,Merge pull request #93 from NLeSC/more_filetests,2013-06-05 06:26:45,1
158,babab0e0,Merge pull request #524 from NLeSC/fixpathsemantics,2017-08-07 18:15:21,1
159,7f4f8c60,Merge pull request #309 from NLeSC/stylefixes,2015-11-04 17:06:41,1
160,624c6ec2,Merge pull request #337 from NLeSC/iss195,2015-11-25 22:23:07,1
161,066f92f1,Merge pull request #476 from NLeSC/APIchange,2017-07-17 12:11:45,1
162,1d3a9d98,Merge pull request #362 from NLeSC/test4sshagentforwarding,2015-12-16 15:15:54,1
163,ff57ad46,Merge pull request #296 from NLeSC/offlineGradleTweak,2015-10-15 14:17:46,1
164,1507db13,Merge pull request #295 from NLeSC/unusedImportsRemoved,2015-10-14 22:52:30,1
165,9c578931,Merge pull request #452 from NLeSC/citation,2017-07-06 10:40:58,1
166,c53381c2,Merge pull request #359 from NLeSC/fixture_loading,2015-12-18 09:43:16,1
167,0b6fc6ee,Merge pull request #357 from NLeSC/gradle29andbeta2jcenter,2015-12-15 20:28:04,1
168,2dc6c150,Merge pull request #490 from NLeSC/more-integrationTest,2017-07-24 18:14:51,1
169,1234b767,Merge pull request #491 from NLeSC/more-integrationTest,2017-07-25 10:22:37,1
170,f0cc94f3,Merge pull request #495 from NLeSC/more-integrationTest,2017-07-26 11:05:15,1
171,d7550299,Merge pull request #425 from NLeSC/sonarqube,2017-05-04 20:50:53,1
172,0c851c66,Merge pull request #488 from NLeSC/win-jitpack-descnoexception,2017-07-24 14:54:27,1
173,a80ec93c,Merge pull request #325 from NLeSC/more-unit-tests,2015-11-12 22:58:53,1
174,6f060d74,Merge pull request #616 from NLeSC/cluster-contraints,2018-03-08 17:59:10,1
175,d13af8bf,Merge pull request #350 from NLeSC/known_hosts,2015-12-08 20:56:49,1
176,ae558737,Merge pull request #317 from NLeSC/ssh-merge,2015-11-11 16:12:27,1
177,d2223dd6,Merge pull request #318 from NLeSC/ssh-merge,2015-11-11 16:16:44,1
178,d6b8fbee,Merge pull request #330 from NLeSC/license-headers,2015-11-18 13:14:39,1
179,b21f3990,Merge pull request #621 from NLeSC/merge-2-and-3,2018-06-12 13:23:47,1
180,e532ac14,Merge pull request #329 from NLeSC/intellij_analysis,2015-11-17 11:01:45,1
181,bcf37414,Merge pull request #474 from NLeSC/jitpack,2017-07-16 21:21:13,1
182,d0a1fe73,Merge pull request #246 from NLeSC/issue241,2015-08-11 16:13:58,1
183,e2136034,Merge pull request #298 from NLeSC/travisDockerBuild,2015-10-20 11:47:45,1
184,47dcc951,Merge pull request #487 from NLeSC/APIchange6,2017-07-24 11:44:55,1
185,ce4abaf1,Merge pull request #279 from NLeSC/fixingTestsAndTime,2015-10-12 15:56:53,1
186,e4f91ae0,Merge pull request #489 from NLeSC/FileSystem_integrationTests,2017-07-24 16:49:12,1
187,cbd07ee7,Merge pull request #227 from NLeSC/ftpfixes,2015-05-27 16:28:28,1
188,a2712344,Merge pull request #277 from NLeSC/dockerInGradle,2015-09-28 11:25:56,1
189,e58850b4,Merge pull request #353 from NLeSC/ssh_config_windows,2015-12-10 13:00:30,1
190,804e1c0f,Merge pull request #316 from NLeSC/dropsonarqube,2015-11-11 11:16:31,1
191,2af12147,Merge pull request #371 from NLeSC/appveyor4windows,2016-02-02 17:28:30,1
192,cee7a48e,Merge pull request #370 from NLeSC/travis4osx,2016-01-28 14:04:55,1
193,724b09d4,Merge pull request #367 from NLeSC/dockerslurmcomment,2015-12-18 09:42:42,1
194,95c192f1,Merge pull request #363 from NLeSC/dropdocbuilddeps,2015-12-18 09:43:05,1
195,adaa0d08,Merge pull request #546 from NLeSC/maybeThrow,2017-08-25 06:40:27,1
196,e86ea777,Merge pull request #294 from NLeSC/localUriLocation,2015-10-14 22:52:06,1
197,313dbd72,Merge pull request #485 from NLeSC/APIchange5,2017-07-21 23:00:22,1
198,d202f8c7,Merge pull request #303 from NLeSC/offlineBuild,2015-11-04 09:52:33,1
199,c58e6c09,Merge pull request #530 from NLeSC/spotless,2017-08-07 22:49:29,1
200,af8fe14b,Merge pull request #572 from NLeSC/spotless-license,2017-10-16 11:40:30,1
201,4373c9a7,Merge pull request #528 from NLeSC/unknown-adaptor-typo,2017-08-07 16:06:06,1
202,c37f2751,Merge pull request #500 from NLeSC/publicapi-with-equals,2017-07-31 10:56:34,1
203,c12559e5,Merge pull request #424 from NLeSC/copy-hotfix,2017-04-14 17:02:11,1
204,71558d86,Merge pull request #610 from NLeSC/xenon-3.0.0-attempt-shadow,2018-02-13 10:39:40,1
205,b8115fc0,Merge pull request #334 from NLeSC/gradle-release,2015-11-24 09:29:53,1
206,53836bac,Merge pull request #335 from NLeSC/gradle-dockerpull,2015-11-24 11:30:36,1
207,061a08e7,Merge pull request #537 from NLeSC/webdav-anonymous-user,2017-08-16 21:33:20,1
208,02cd0f71,Merge pull request #271 from NLeSC/javadocDevel-noclasspath,2015-09-10 17:44:41,1
209,78a47ec9,Merge pull request #486 from NLeSC/scheduler-integrationTests,2017-07-23 23:25:14,1
210,aa7e5471,Merge pull request #327 from NLeSC/slurm-parallel-docker,2015-11-16 13:37:43,1
211,81946967,Merge pull request #498 from NLeSC/list-empty-string,2017-07-27 14:17:08,1
212,38e0f488,Merge pull request #534 from NLeSC/no-system-out-println,2017-08-16 21:34:01,1
213,acc43c1d,Merge pull request #497 from NLeSC/local-location-can-be-null,2017-07-26 13:45:37,1
214,f55cdb22,Switched to passive mode and opened port in docker compose file for xenon-ftp to fix 500 illegal port command error,2017-07-18 13:26:39,1
215,bfadeba0,added support to start only a single process per job (on the frst node)  instead of x on each node. Partial fix for #206,2014-03-13 11:58:02,1
216,d3f638c8,Fix jitpack build  by overriding gradle task with integrationTest exclude,2017-07-15 12:29:41,1
217,feb2f7d7,Merge pull request #274 from NLeSC/fix-unittest,2015-09-23 19:36:13,1
218,2eabd9fd,Merge pull request #311 from NLeSC/pmdtask-fix,2015-11-05 17:19:13,1
219,6d5e98a9,Merge pull request #580 from NLeSC/jekyll-fix,2017-10-25 17:09:07,1
220,9dbc1366,small fix to accomodate change to api,2013-04-11 23:12:58,1
221,87ac4211,quick fix for jsch synchronization problem,2013-08-08 10:53:18,1
222,4a988b56,Next attempt to fix both windows AND mac livetests,2017-09-13 11:50:12,1
223,00a17c60,Fix spotless error,2018-03-02 19:59:12,1
224,f7b9125d,Merge pull request #412 from NLeSC/fix-javadocDevel,2017-02-23 14:15:05,1
225,08f1a5be,Merge pull request #526 from NLeSC/SSH-credential-fix,2017-08-04 14:35:50,1
226,86f2c8d2,Merge pull request #521 from NLeSC/fix-slurm-versions,2017-08-07 13:37:40,1
227,1d82c049,Missing SSH config gives warning unless requested (fix #261),2015-09-01 15:25:11,1
228,af053402,JobQueues now removes jobs once the job is finished and the status is requested. Changed return value of cancelJob and cancelCopy. Partial fix for #73.,2013-06-04 16:38:10,1
229,87ba3979,Fix license header,2017-10-11 16:06:29,1
230,3b6d0fbe,Fix unit tests,2017-08-02 10:07:24,1
231,94737aa6,partial fix for https://github.com/NLeSC/xenon-cli/issues/36,2017-08-03 14:32:23,1
232,48fce7be,Merge pull request #273 from NLeSC/issue/250-jobidparser,2015-09-23 16:48:53,1
233,313f60f4,Merge pull request #346 from NLeSC/issue#345,2015-12-08 20:56:41,1
234,327734c0,Merge pull request #378 from NLeSC/issue-377,2016-04-21 15:11:04,1
235,3f834f3a,merged from issue 377 branch,2016-04-06 14:46:23,1
236,8154bf23,Partial fix of issue #321. Caused by race condition which is less likely now  but still occurs.,2015-12-15 09:54:33,1
237,d4f60fa0,Merge pull request #264 from NLeSC/issue/261-sshconfigdefault,2015-09-09 11:45:12,1
238,c06ca3ed,partial fix for issue #533,2017-08-16 15:26:35,1
239,4b98df7e,Merge remote-tracking branch 'origin/develop' into issue/252-gradleize,2015-09-02 15:46:46,1
240,bf4c87a6,Merge pull request #268 from NLeSC/issue/252-gradleize-docker,2015-09-09 11:55:09,1
241,f3319352,Merge remote-tracking branch 'origin/issue/252-gradleize' into docker-gradle,2015-08-28 18:05:06,1
242,bd40020b,Merge pull request #265 from NLeSC/issue/252-gradleize,2015-09-09 11:54:36,1
243,eb83bdb2,Merge branch 'develop' into issue/252-gradleize,2015-09-09 11:51:04,1
244,ef477b0d,Merge docker and issue/252-gradleize branch.,2015-08-28 19:05:40,1
245,379a2f9a,Merge remote-tracking branch 'origin/issue/252-gradleize-docker' into issue/252-gradleize-docker,2015-09-04 09:11:08,1
246,46a01149,Merge pull request #496 from NLeSC/fix-valid-properties,2017-07-26 11:05:33,1
247,5a7245d7,Merge remote-tracking branch 'origin/issue/252-gradleize' into issue/252-gradleize-docker,2015-09-01 08:10:49,1
248,d4341013,Merge remote-tracking branch 'origin/issue/252-gradleize' into issue/252-gradleize-docker,2015-09-02 15:59:11,1
249,8631cb4e,The adaptors now propagate valid properties array to parent. Should fix issue 168.,2013-08-06 20:40:35,1
250,f0df8d15,Merge branch 'issues/sshtestfail' into issue/261-sshconfigdefault,2015-09-01 18:18:56,1
251,22879157,Merge pull request #607 from NLeSC/gridengine-parsing-bug,2018-01-30 14:43:22,1
252,46d2ddd9,working on fixing the legalese based on lourens'es suggestions refs #554,2017-10-04 11:20:38,1
253,a2fd26a4,refactored to fix some more codacy issues,2016-04-12 08:48:48,1
254,b6bbbe5c,adding tests for scripting parser  improving some code and fixing some bugs in the process,2013-08-06 16:26:31,1
255,fdf1f969,cleanup after refactoring  fixing some minor bugs,2013-08-05 13:34:13,1
256,c4e6256b,second attempt at fixing test build to handle system properties,2013-07-25 15:35:19,1
257,1559ef56,allows credentials in local scheduler. Updated some test to reflect changes. Fixing #219,2015-08-11 15:48:35,1
258,f8c7837c,Next refactor of API. 90% done. FileSystem.copy still unimplemented. Tests need fixing,2017-06-30 17:14:59,1
259,252b7d0f,fixing some bugs,2013-07-26 14:16:34,1
260,400734b6,Quick fix for tilde issues on windows test. Also see #568,2017-10-09 11:39:03,1
261,0314c3de,Fixing exceptions,2017-07-04 17:55:35,1
262,011ff4f0,adding findbugs annotation jar to report false positives . fixing some sonar issues,2013-07-30 14:09:52,1
263,33f828b4,fixing sonar issues in gridengine adaptor,2013-07-30 11:45:02,1
264,d5db56ea,fixing sonar issues in gridengine adaptor,2013-07-30 11:47:35,1
265,0465058f,fixing sonar issues,2013-07-30 13:26:52,1
266,5d508b12,fixing sonar issues,2013-07-30 09:17:51,1
267,571f9b6c,Fixing sonar issues,2013-07-30 15:07:04,1
268,565f785b,bug fix in OctopusProperties  use OctopusProperties in ssh adaptor  use ssh properties in GridEngine adaptor,2013-07-26 16:22:33,1
269,4279a8df,Fixed active/passive mode bug: When performing passive() on source server  target server must use port number from source server's passive() method and not use setLocalPassive() method.,2014-02-07 18:32:16,1
270,fc928eeb,The CopyOption.contains(options  option) method always returns true when options is filled with anything but null. Due to this bug the FileUtils.recursiveCopy() failed when a single CopyOption was given with a UnsupportedOperationException. This bug has been fixed.,2013-06-04 16:05:12,1
271,eda4e26e,Split LocalFileSystemUtilsTest into generic  os dependant  and user home dependant tests and use junit rules to set properties. Fixes #564,2017-09-27 16:45:47,1
272,7c56cee3,Added a QueueStatusImplementation to the jobs engine package. Fixed gridengine adaptor build script. Finished all the gridengine adaptor queue info commands. Also throw a OctopusIOException to the getQueueStatus functions in Jobs.,2013-04-11 22:51:24,1
273,17794869,Added support for a custom job script. Also add a gridengine specific test  and made a few minor changes to the generic test framework to accomodate tests in subclasses. Fixes 121.,2013-07-03 11:49:15,1
274,579b31d0,Fixed timeout issues in slurm tests. Added COMPLETING state to slurm job state (interpreted as running),2015-11-18 22:28:18,1
275,dc1a3d51,Added sandbox tests. Added Adaptor.toString(). Fixed loaded adaptor print in engine.,2013-04-15 22:18:21,1
276,33416ef7,Added Jobs.getDefaultQueueName(Scheduler) to Jobs interface. Jobs.getQueueStatus(Scheduler  String name) throws exception if name is null. Fixes #111.,2013-06-27 22:38:58,1
277,de89cba5,Test to submit local job did not cleanup after itself. Fixed by running job inside temporary folder made by junit.,2013-05-14 13:55:16,1
278,be8a76a9,Fixed slurm adaptor to return the status of finished jobs  if configured on the cluster. Work around for scontrol bug on pre 17 slurm,2018-02-27 13:13:51,1
279,a8488e6c,Merged SSH agent support into SSH adaptor. Fixed key order. Added unit tests.,2015-11-11 16:09:03,1
280,15f61021,Fixed race condition between done and close streams in StreamForwarder. Closed various streams in GenericTestParent classes,2016-02-02 11:07:59,1
