,hash,message,time,buggy
33,a9387fe8,Fix initial mole fraction normalization!,2015-07-28 14:08:12,1
34,821788f8,Fix a CpInf < Cphigh case in getEntropy(),2017-12-14 09:46:28,1
35,d2ec8f5e,Fix windows 'activate rmg_env' command,2016-01-21 11:25:21,1
36,30fe58b8,Fix some more MEASURE references in convertFame doc,2015-07-10 19:34:43,1
37,48b11345,Fix units for ThermoSensitivityPlot.plot() function,2016-06-17 18:23:23,1
38,fcc532f7,More edits to fix errors in TS build.,2012-06-11 14:56:53,1
39,2fe37627,Fix success checking in qm/qmverifier.,2012-08-13 15:28:12,1
40,09b91d8d,Fix outputDirectory to go two levels up in qm mainTest.py,2015-04-16 15:29:11,1
41,f5df4ddb,Fix labeling of thermo sensitivity barplots to include units.  dG is NOT normalized,2016-05-18 15:16:35,1
42,6bdd7068,fix testToAdjacencyList() of speciesTest.py,2013-11-20 21:46:08,1
43,e32cbca6,Fix sensitivity tool loader for liquidReactor,2017-08-28 16:25:11,1
44,fc4deeb0,Fix `getValue` call for input file writer,2014-04-15 16:48:45,1
45,cae18d5a,Fix Walltime for generateReactions.py,2017-08-16 18:27:52,1
46,55a098b1,Fix imports in kineticsTest.py,2017-10-03 13:48:58,1
47,dc743bfc,fix polycyclic test non-deterministic behavior,2016-08-25 20:12:09,1
48,237a4065,Fix usage of failsSpeciesConstraints in error debugging,2016-01-14 11:50:55,1
49,f4a3ef08,fix [CH] spin state in parsing,2017-03-21 11:07:17,1
50,ca4edb34,Fix bugs due to renaming and moving of methods.,2012-08-14 13:06:43,1
51,2c1e7fcd,Fix bugs in GroupAtom charge tests.,2014-04-01 23:31:47,1
52,ea83368f,fix checking of pdep input,2018-05-14 11:31:55,1
53,0faa4f8b,fix issue with not including options block,2017-08-02 09:29:37,1
54,ae84b9b3,Minor import fix in makeProfileGraph funciton.,2014-09-25 11:19:58,1
55,758147d9,Fix aromatic resonance structures when RDKit misidentifies aromaticity,2017-09-24 18:57:15,1
56,b4856ef4,fix the returned values from diff_models.execute,2016-12-20 22:28:31,1
57,b0194d9b,Fix to gain/lose lone pair functions for GroupAtoms,2017-01-19 12:45:49,1
58,42c0bc82,Bugfix in PDepNetwork.merge().,2012-09-18 11:24:51,1
59,74964be7,Fix some bugs in Database classes.,2012-12-05 20:50:29,1
60,7741ddb6,Fix up some transportDataTest unit tests,2013-11-23 20:52:22,1
61,d53a3ccb,Fix errors and style issues flagged by Codacy,2018-02-27 20:45:55,1
62,b0a4b121,fix values for number of opticalIsomers in 23dimethylpropoxy example,2018-04-24 16:14:07,1
63,aab0f429,Minor fix to MoleculeDrawer.__findRingGroups,2012-08-21 17:19:00,1
64,3d3d11a5,Fix the QM parts of the master Makefile,2013-06-07 18:24:29,1
65,1e9730ab,Fix transport database I/O,2014-06-19 18:17:12,1
66,02926fc1,Fix matchNodeToChild to account for ancestor comparison,2018-05-04 12:12:52,1
67,fcccd563,Fix job subfolder creation,2016-02-23 15:43:49,1
68,202f0340,Fix lines in computeGroupAdditivityThermo,2016-02-27 22:38:37,1
69,b527cf57,Fix 00c8765 - do not check if own reaction is duplicate.,2014-02-10 21:08:42,1
70,9f6da2a5,fix parentheses parsing issue,2017-09-25 11:26:31,1
71,3a3d6f9a,Fix if statements in Molecule.getFormula(),2016-12-20 15:59:26,1
72,d6cfcd8e,Fix augmented InchiKey unit test,2015-04-24 15:10:32,1
73,1be137a0,add find_inverse_allyl_paths and fix find_3_atom_2_bond_end_with_charge,2015-10-15 14:27:04,1
74,facdbe1d,Fix ensure_reaction_direction handling of multiple TS,2018-04-20 15:40:14,1
75,f9592105,Fix stray commas creating tuples accidentally.,2013-08-02 11:26:21,1
76,2c2ee10a,Fix pickling of Species objects.,2013-04-03 13:49:42,1
77,73666f7b,Fix typo in ClarTest.testPhenalene,2016-12-07 17:58:02,1
78,cbb2f816,fix edge species removal,2017-08-16 16:17:12,1
79,276bf485,Fix for working with solute library.,2014-06-25 10:58:04,1
80,a4fabf37,Fix the search for MOPAC executables.,2016-05-12 11:55:36,1
81,d3b60018,Fix the search for MOPAC executables in mopacTest,2016-05-12 18:51:08,1
82,f4f35d96,Try to fix a Conformer.getPrincipalMomentsOfInertia unit test.,2014-04-01 22:58:09,1
83,19c26f15,fix inchi parser dealing with mobile-H's,2015-10-08 13:09:57,1
84,77305e44,Merge rdkit into molDraw,2013-07-29 14:40:42,1
85,5026afdf,Fix scipy.optimize.fmin call in statmech/conformer.pyx,2014-01-28 17:27:59,1
86,f88b70ed,Fix scriptAttempts and maxAttempts bugs.,2012-08-14 13:06:19,1
87,22e6a135,Fix appending of library reactions in CoreEdgeReactionModel.addReactionLibraryToOutput(),2016-03-15 13:52:07,1
88,57aa7551,Fix for molecules with more than one aromatic rings,2016-05-05 16:23:49,1
89,4605cd9a,"fix reverse = ""None"" issue",2018-06-18 10:34:02,1
90,e5ca2a73,function output handling fix,2017-03-20 14:42:18,1
91,acd63bb6,Fix some styling issues and label truncation errors,2016-02-23 17:18:07,1
92,429c54ef,Fix for StatesGroups saving in Database.saveOld,2012-08-27 15:11:29,1
93,f047c0a7,Fix atom relabeling for intra_H_migration,2017-08-15 16:09:55,1
94,e6d5a7c4,Fix calculateCyclicSymmetryNumber() function,2014-08-22 16:44:37,1
95,b5a1365e,fix sensitivity analysis,2017-08-03 17:54:03,1
96,5a3ac97d,Fix issues with solvation thermo for C#O.,2015-04-21 18:15:23,1
97,0ea1a6a9,fix map validation process,2018-06-10 18:27:24,1
98,76f74ea2,Fix ChemkinTest.test_process_duplicate_reactions,2018-03-19 19:20:17,1
99,36340fd3,Fix initialization of coreSpeciesConcentrations in SimpleReactor,2013-03-26 18:42:05,1
100,8de91c0c,"Revert ""Fix bug in using rdkit's Chem removeH's function""",2015-07-07 00:21:12,1
101,559f2e68,fix uncertainty parsing issue,2018-02-15 15:58:29,1
102,b184c7dc,Merge commit '43a3b94874b5485b33293f52e2c410efc979b409' into 3DCoor,2012-06-12 21:16:11,1
103,589da2a9,Merge commit 'f99f64b934060ebce38e7ef7b0568060ef9c976d' into 3DCoor,2012-06-12 21:02:50,1
104,81910035,Fix bug in parsing group adjacency list multiplicities.,2014-08-29 18:14:17,1
105,3f904659,Fix codacy issues,2018-03-15 15:02:27,1
106,ed9e0027,Fix networkIndices for edge networks,2018-06-23 22:21:19,1
107,b40ac25d,fix where the imported makeOutputSubdirectory is from,2016-02-23 15:42:11,1
108,ecf24a2c,fix tolerance reference,2017-08-11 16:08:31,1
109,033372dd,fix surface issues,2017-09-19 17:32:46,1
110,da8623a0,Fix to solvation module.,2013-06-10 17:06:16,1
111,c6130622,collision.pyx fix,2015-07-15 20:04:26,1
112,b2630e60,Fix library name parsing,2017-11-15 14:57:53,1
113,f02d8ab8,Fix bug if trying to read nonexistent .thermo file in QMMolecule.,2012-08-25 16:20:44,1
114,18feba3c,Fix bug with multiple attempts of MopacMol calculations.,2012-08-13 18:48:36,1
115,bb73178e,fix bug: check type of library object rather than its corr. string,2016-01-06 10:41:50,1
116,4a160b01,Add bug fix for postive charges in writing adjlists,2017-05-01 13:19:14,1
117,7c0df3d3,Fix bug with handling non-aromatic resonance structures,2017-08-09 11:38:13,1
118,96cc5e28,Fix silent bug in data/thermo.py,2013-02-22 19:44:41,1
119,a7020a11,Bug fix for internal mode projection for Cantherm,2014-02-06 11:36:00,1
120,b105b502,Fix recently introduced import bugs on master branch.,2012-12-06 15:55:47,1
121,fb374dfb,fix bug: reactants -> rxn.reactants,2016-01-06 10:42:46,1
122,4382640a,Fix bug in using rdkit's Chem removeH's function,2015-07-06 12:49:34,1
123,996597f5,Merge branch 'database',2013-01-17 14:21:23,1
124,e124ca95,Fix zero-indexing bug in MopacMolPM3 keyword lookup.,2012-08-14 13:17:43,1
125,200ac2f4,Fix bug in polycyclic thermo estimation,2016-02-27 22:51:31,1
126,d0143b55,Fix bug in addImplicitBenzene regarding step 3 sorting by connectivity,2016-11-09 11:28:05,1
127,ae8459ee,bug fix for qchem module  species with less than 3 vibrational modes,2015-06-04 14:30:46,1
128,0ed0f5e9,Fix bug in string formatting of error message.,2012-08-14 13:31:25,1
129,e55934b3,Merge rdkit version check to close pull request #423,2015-07-30 21:56:23,1
130,317deb34,Small CanTherm bug fix with a couple updates to documenation,2014-09-29 17:37:01,1
131,8b5b97d8,Units bug fix in ThermoDatabase.__addThermoData(),2012-08-23 00:15:14,1
132,b1c2edc3,Fix bug for writing solvation library entries,2017-05-02 12:20:47,1
133,97f633d3,Bug fix for saving kinetics efficiency keys.,2013-06-07 11:07:05,1
134,979f5a1c,Merge branch 'master' into master,2017-01-24 18:04:48,1
135,1939f314,Fix bug for addImplicitBenzene where too many bonds are formed with radical,2017-02-28 12:17:11,1
136,dbeac753,Fix bug for saving entries for kinetic rules,2016-06-15 14:15:26,1
137,1c49060d,Fix bug in calling __createReaction function when productStructures is None,2015-01-30 15:54:53,1
138,af42f748,Fix bug where new nitrogen atomtypes are not correctly made from SMILES/InChI,2016-12-26 12:55:05,1
139,dfa04f07,Fix bug in rmgpy/species.py that prevents cythonization.,2012-06-20 13:30:11,1
140,e60abff3,Merge branch 'documentation',2012-06-26 18:28:10,1
141,16e62ba3,Merge branch 'solvation',2013-11-26 00:08:37,1
142,24db497d,Merge branch 'thermo',2012-09-02 18:27:44,1
143,8738f440,Fix bug where some species did not have pictures saved in diffModels tool,2017-06-23 14:26:57,1
144,6deb3d8a,Fix bug with default rank=None for ThermoGroups,2016-06-01 17:40:26,1
145,a2cf5b40,Merge branch 'transport',2013-11-22 20:27:25,1
146,fcebc909,Merge remote-tracking branch 'greengroup/aromaticity' to get Aromatic isomers!,2014-12-16 20:54:34,1
147,199506a9,fix the bug where original model swaps with tested model wrongly,2017-01-27 15:32:58,1
148,f9482c7f,Merge branch 'database',2013-01-26 14:04:22,1
149,50c1fcfb,Fix bug reading chemkin reactions.,2013-05-11 11:44:11,1
150,924072c8,Merge branch 'unittest',2012-12-19 16:02:52,1
151,f8db09c8,Merge branch 'chemkin',2013-11-27 16:26:50,1
152,4e8a04f0,Merge branch 'chemkin',2013-05-12 18:17:14,1
153,2dd588f5,Bug fix in new MultiArrhenius > Arrhenius conversion.,2013-04-30 20:15:38,1
154,62433f61,Fix bug when using filterReactions due to leftover keyword,2018-06-18 21:24:52,1
155,5e811297,Merge branch 'sensitivity',2013-05-29 17:38:00,1
156,8f8ef163,Merge branch 'pdep',2012-09-07 12:09:28,1
157,aeebac4c,Merge branch 'polycyclic',2013-01-15 16:43:43,1
158,eeff190d,Merge branch 'draw',2012-08-10 19:06:58,1
159,b85a5faf,Merge branch 'refactorQM' into QMTP,2012-06-20 19:43:32,1
160,f0dafbc9,Merge branch 'kinetics',2012-09-03 19:49:28,1
161,f1454daa,Merge branch 'QMthermo',2013-05-17 16:42:09,1
162,0151d413,Merge branch 'cantherm',2012-09-10 12:34:38,1
163,a216eb40,Bug fix: missing numpy import,2013-05-02 09:39:36,1
164,1569a171,Merge remote-tracking branch 'richard/molecule' into 3DCoor,2012-06-19 10:56:02,1
165,e004e1a3,Merge branch 'master' into fixElementCount,2017-01-24 16:43:01,1
166,feb5cb5a,Merge branch 'master' into QMthermo,2013-06-06 21:33:02,1
167,c9791e9c,Merge branch 'master' into QMthermo,2012-12-06 14:18:06,1
168,446463f0,Merge branch 'master' into thermoAccessibility,2016-10-11 14:39:10,1
169,bfc9a5ff,Merge branch 'molecule',2012-07-06 10:13:10,1
170,0afca55f,Fix Exception bug in cantherm/gaussian,2012-12-07 11:19:32,1
171,b76376fc,Merge remote-tracking branch 'richard/QMTP' into 3DCoor,2012-07-10 11:04:34,1
172,d80388d2,Merge branch 'jacobian',2013-02-05 15:08:39,1
173,7caa5f61,Merge pull request #647 from ReactionMechanismGenerator/QM-exe-search,2016-05-13 07:48:00,1
174,482464f8,Fix bug if environment variable MOPAC_DIR is not set.,2012-07-02 12:08:23,1
175,b0bb8f81,Merge branch 'statmech',2012-09-01 18:27:44,1
176,add74561,Merge remote-tracking branch 'josh/pdep',2012-06-14 00:04:12,1
177,16e0786f,Merge remote-tracking branch 'official/master',2013-01-31 18:43:40,1
178,f1165623,Fix `updateReactionThresholdAndReactFlags` function for bug with filterReactions=False and pdep on,2016-02-02 16:11:53,1
179,ba0c2bc5,Merge branch 'master' into refactor,2012-11-15 15:57:57,1
180,ca7d8442,Merge remote-tracking branch 'sean/tests',2012-07-13 13:21:28,1
181,2bc49965,Merge remote-tracking branch 'richard/master',2012-07-09 09:38:32,1
182,7e655550,Merge remote-tracking branch 'origin/master' into fluxDiagram_Chosen_Species,2012-06-13 10:27:31,1
183,b6a73c97,Merge remote-tracking branch 'stroiano/master'.,2012-08-10 18:35:37,1
184,24b59193,Merge remote-tracking branch 'official/master',2013-01-25 21:49:01,1
185,3259e3b2,Merge remote-tracking branch 'official/master',2012-07-06 10:21:07,1
186,c6c99847,Fix bug in HinderedRotor.__repr__() for semiclassical attribute.,2012-11-15 15:26:12,1
187,627a3e11,Merge remote-tracking branch 'rwest/master',2012-06-26 12:01:41,1
188,c92eb4e9,Fix bug with checking parent/child relationshps in databseTest,2016-09-11 21:41:55,1
189,43a3b948,Merge branch 'master' into QMTP_initial,2012-06-07 09:03:26,1
190,ae2c8dcf,Merge branch 'group_additivity',2013-02-22 09:51:22,1
191,264ac559,Merge remote-tracking branch from Victor,2013-11-18 21:52:45,1
192,04363bd2,Merge pull request #665 from ReactionMechanismGenerator/restore-forbidden-structures,2016-06-07 10:39:26,1
193,654f6487,Merge pull request #625 from nickvandewiele/decrypt,2016-03-22 14:46:19,1
194,971c1b2c,Merge pull request #429 from rwest/chemkin,2015-08-18 11:11:22,1
195,ad103f0b,Merge pull request #805 from mliu49/clar,2016-12-07 16:26:31,1
196,086f3004,Merge pull request #205 from pierrelb/PM6,2014-04-08 11:40:31,1
197,233a6270,Merge pull request #847 from ReactionMechanismGenerator/documentation,2016-12-19 16:42:32,1
198,22286f0e,Merge pull request #437 from mliu49/input,2015-08-20 17:54:01,1
199,3abe1146,Merge pull request #286 from GreenGroup/new-style-adjacency-list,2014-10-29 15:12:13,1
200,37be0ac1,Merge pull request #218 from GreenGroup/new-style-adjacency-list,2014-07-25 14:26:06,1
201,a8969807,Merge pull request #212 from connie/thermoGroups,2014-04-18 18:42:01,1
202,600958b8,Merge pull request #478 from nickvandewiele/aug_inchi,2015-11-10 17:19:27,1
203,15880913,Merge pull request #607 from ReactionMechanismGenerator/chemkin,2016-03-15 19:57:54,1
204,57dc95e0,Merge pull request #201 from rwest/fixtests,2014-04-02 16:59:31,1
205,10fc0160,Merge pull request #303 from nyee/cantherm,2014-10-21 12:25:49,1
206,24458ea4,Merge pull request #937 from chiyw13/patch-1,2017-03-09 16:03:31,1
207,5d2b5549,Merge pull request #604 from chatelak,2016-03-31 15:59:14,1
208,86d8a504,Merge pull request #227 from pierrelb/inputFileWriter,2014-06-13 18:01:41,1
209,9dbc4c4d,Merge pull request #278 from nickvandewiele/props_species_refactor,2014-08-27 15:55:55,1
210,82e60c6b,Merge pull request #211 from pierrelb/webInpFileWriter,2014-04-16 16:51:32,1
211,f49e0442,Merge pull request #448 from nickvandewiele/reduction,2016-06-21 10:17:28,1
212,96f94cc8,Merge pull request #373 from nickvandewiele/carbene_id,2015-04-17 14:41:40,1
213,7759b113,Merge pull request #376 from nickvandewiele/symm_rad,2015-04-23 16:17:20,1
214,32e78b44,Merge pull request #228 from pierrelb/QMTPtest,2014-06-20 16:47:16,1
215,61d90d93,Merge pull request #772 from alongd/keepIr,2016-09-15 15:25:18,1
216,1ca54d0e,Merge remote-tracking branch 'GreenGroup/master',2013-05-07 23:32:46,1
217,8f643c01,Merge remote-tracking branch 'GreenGroup/master',2014-02-14 12:43:58,1
218,8b7728d1,Merge pull request #681 from ReactionMechanismGenerator/cantera,2016-06-17 14:31:55,1
219,8aec6aa4,Merge remote-tracking branch 'GreenGroup/master',2014-01-30 18:52:04,1
220,900142f1,Merge remote-tracking branch 'GreenGroup/master',2013-11-19 10:29:58,1
221,95d7089b,Merge remote-tracking branch 'GreenGroup/master',2013-12-02 17:28:35,1
222,2391802f,Fix the atomtypeTest unit tests.,2013-11-23 21:03:01,1
223,de6d8eda,Merge pull request #818 from ReactionMechanismGenerator/FAQ-update,2016-11-14 20:26:26,1
224,9058f638,Merge pull request #835 from ReactionMechanismGenerator/resonance,2017-02-23 11:28:27,1
225,0325e0e1,Merge pull request #256 from connie/qchem,2014-07-21 12:19:51,1
226,8fcade0e,Merge pull request #704 from ReactionMechanismGenerator/generateReactions,2016-07-06 15:13:43,1
227,2b23ab0b,Fix PDep Pruning bug introduced in e712697,2014-01-31 15:57:38,1
228,166bf3a2,Fix bug in identifying R_recombination family in getAllRules.,2015-04-08 15:48:30,1
229,1e43509a,Merge pull request #857 from ReactionMechanismGenerator/degeneracy,2017-02-12 13:38:07,1
230,7851a642,Merge pull request #652 from ReactionMechanismGenerator/getRingGroupsFromComments,2016-05-17 05:50:30,1
231,8542c5ec,Merge pull request #845 from ReactionMechanismGenerator/mech_analyzer,2016-12-15 23:52:01,1
232,820a9702,Merge pull request #669 from ReactionMechanismGenerator/liquid,2016-06-06 14:09:21,1
233,8f52d6e6,Merge pull request #620 from ReactionMechanismGenerator/cantera,2016-03-21 21:47:37,1
234,973fd45a,Merge pull request #613 from ReactionMechanismGenerator/transport,2016-03-17 22:31:56,1
235,07c0c1ba,Merge pull request #985 from ReactionMechanismGenerator/docstrings,2017-04-06 19:27:18,1
236,249a5a9b,Merge pull request #197 from connie/universalDatabase,2014-04-01 13:44:33,1
237,7d9ced40,Merge pull request #732 from ReactionMechanismGenerator/thermoEstimatorChemkin,2016-07-29 16:46:49,1
238,697f88e0,Merge pull request #502 from ReactionMechanismGenerator/reverses,2015-12-01 13:50:30,1
239,332ae28f,Merge pull request #941 from ReactionMechanismGenerator/nodalDistances,2017-07-10 14:24:46,1
240,62883bde,Merge pull request #803 from ReactionMechanismGenerator/cantherm_chemkin_fix,2016-12-15 12:32:17,1
241,3c9fc466,Merge pull request #986 from ReactionMechanismGenerator/cairo,2017-04-07 15:49:49,1
242,601e16e4,Merge pull request #987 from ReactionMechanismGenerator/replaceKlippenstein,2017-04-10 12:00:02,1
243,04b4a5c3,Merge pull request #801 from ReactionMechanismGenerator/upgrade,2016-10-27 15:54:30,1
244,90e31340,Merge pull request #830 from ReactionMechanismGenerator/pruning_mem_leak_fix,2016-11-29 14:45:12,1
245,898ebfc0,Merge pull request #694 from ReactionMechanismGenerator/solvation_fixed,2016-06-29 19:13:15,1
246,601a0949,Merge pull request #729 from ReactionMechanismGenerator/fitReverseKinetics,2016-07-26 15:36:00,1
247,7b42535b,Merge pull request #659 from ReactionMechanismGenerator/isotopeSupport,2016-06-04 12:51:58,1
248,6556d40a,Merge pull request #698 from ReactionMechanismGenerator/Speedup2,2016-07-04 12:05:25,1
249,ae87a25f,Merge pull request #706 from ReactionMechanismGenerator/addLabelsToReaction,2016-07-07 14:04:47,1
250,e13f381d,Merge pull request #720 from ReactionMechanismGenerator/profiling,2016-07-21 15:02:30,1
251,79cfbaa7,Merge pull request #657 from ReactionMechanismGenerator/constraintsOpt,2016-05-19 11:09:05,1
252,80418069,Merge pull request #542 from ReactionMechanismGenerator/diffModels,2016-01-24 14:06:41,1
253,1c426b05,Merge pull request #871 from ReactionMechanismGenerator/longDistanceInteraction_rewrite,2017-06-23 15:17:36,1
254,169ed871,Merge pull request #719 from ReactionMechanismGenerator/clarifyReactive,2016-07-19 15:58:57,1
255,1a183798,Merge pull request #650 from ReactionMechanismGenerator/useChemkinNames,2016-05-15 06:26:32,1
256,7b4de65b,Merge pull request #836 from ReactionMechanismGenerator/clar_typo_fix,2016-12-08 13:21:07,1
257,9677d538,Merge pull request #701 from ReactionMechanismGenerator/strictParents,2016-07-04 11:31:48,1
258,758c43cd,Merge pull request #534 from ReactionMechanismGenerator/windows,2016-01-22 10:55:39,1
259,9ce175c6,Merge pull request #714 from ReactionMechanismGenerator/qmdata_redesign,2016-07-15 13:50:52,1
260,670e781c,Merge pull request #507 from ReactionMechanismGenerator/reactionDict,2015-12-05 09:57:58,1
261,8fbf8858,Merge pull request #1084 from ReactionMechanismGenerator/collider,2017-07-17 17:07:37,1
262,8236fc92,Merge pull request #1266 from ReactionMechanismGenerator/irreversible,2018-02-01 13:43:33,1
263,013ed70f,Merge pull request #888 from ReactionMechanismGenerator/nitrogen,2017-04-10 15:12:29,1
264,1c8816af,Merge pull request #664 from ReactionMechanismGenerator/fixTrees,2016-06-23 19:24:58,1
265,65cd3db7,Merge pull request #505 from ReactionMechanismGenerator/getFamily,2015-12-03 16:29:39,1
266,6722cefc,Merge pull request #950 from ReactionMechanismGenerator/kinetics_and_mopac_unittests,2017-03-29 15:18:18,1
267,73d4706e,Merge pull request #1310 from ReactionMechanismGenerator/chlorine,2018-03-13 22:52:45,1
268,f877f3e5,Merge pull request #800 from ReactionMechanismGenerator/environment,2016-10-27 15:14:34,1
269,82b53394,Merge pull request #947 from ReactionMechanismGenerator/unittest_rmgpy_rmg,2017-04-18 14:31:51,1
270,9d89e026,Merge pull request #998 from ReactionMechanismGenerator/update_chemkin_files,2017-04-18 14:59:14,1
271,796adab1,Merge pull request #583 from ReactionMechanismGenerator/plot,2016-02-24 17:09:50,1
272,7eecfeed,Merge pull request #606 from ReactionMechanismGenerator/fixOutputReactionLibrary,2016-03-15 17:19:24,1
273,618c173d,Merge pull request #406 from ReactionMechanismGenerator/kekulize,2015-07-03 13:19:12,1
274,75524b19,Merge pull request #1080 from ReactionMechanismGenerator/superminimal,2017-07-17 20:43:13,1
275,601afd3e,Merge pull request #644 from ReactionMechanismGenerator/biaromatics_isomorphism_check,2016-05-25 09:40:58,1
276,1fc47ef5,Merge pull request #1088 from ReactionMechanismGenerator/m06,2017-07-17 19:41:00,1
277,1d8a2985,Merge pull request #1024 from ReactionMechanismGenerator/mech_analyzer,2017-05-18 17:06:28,1
278,6fda884f,Merge pull request #411 from ReactionMechanismGenerator/conda,2015-07-14 14:24:20,1
279,41c5e733,Merge pull request #820 from ReactionMechanismGenerator/reduction,2016-12-16 22:41:07,1
280,84f9967a,Merge pull request #653 from ReactionMechanismGenerator/improveCheckForExistingReaction,2016-05-18 09:15:27,1
281,8c5610bf,Merge pull request #849 from ReactionMechanismGenerator/liquids_doc,2016-12-19 17:21:40,1
282,6a0ac57a,Merge pull request #852 from ReactionMechanismGenerator/check_models,2016-12-20 23:42:10,1
283,bda789f0,Merge pull request #637 from ReactionMechanismGenerator/toGroup,2016-05-13 12:41:13,1
284,88dbf9f4,Merge pull request #860 from ReactionMechanismGenerator/mech_analyzer_2,2017-01-06 15:12:58,1
285,9e9a4488,Merge pull request #824 from ReactionMechanismGenerator/store_kinetic_database_details,2017-01-23 16:14:55,1
286,2d733a2a,Merge pull request #854 from ReactionMechanismGenerator/fixElementCount,2017-01-24 18:04:15,1
287,c82ba9e3,Merge pull request #878 from ReactionMechanismGenerator/restart,2017-02-02 00:48:11,1
288,38a17053,Merge pull request #863 from ReactionMechanismGenerator/lonePairs,2017-01-25 17:07:51,1
289,2d4d02bc,Merge pull request #654 from ReactionMechanismGenerator/gitignore,2016-05-18 08:43:42,1
290,ea49db8b,Merge pull request #608 from ReactionMechanismGenerator/setup,2016-03-16 15:08:54,1
291,d283ba6f,Merge pull request #609 from ReactionMechanismGenerator/resonance,2016-03-17 11:06:30,1
292,6f9c7e0f,Merge pull request #769 from ReactionMechanismGenerator/dynamicBenzeneBondOrder,2016-09-15 10:49:02,1
293,204f1d27,Merge pull request #771 from ReactionMechanismGenerator/fixDatabaseTest,2016-09-15 16:02:31,1
294,1c18cb44,Merge pull request #773 from ReactionMechanismGenerator/release2.0.0,2016-09-17 12:25:55,1
295,be4d0c87,Merge pull request #935 from ReactionMechanismGenerator/v2.1.0,2017-03-08 15:41:14,1
296,05f40bd1,Merge pull request #908 from ReactionMechanismGenerator/entryAccessibility,2017-03-06 10:23:34,1
297,773cc853,Merge pull request #994 from ReactionMechanismGenerator/transportSearch,2017-05-31 12:26:51,1
298,948a996e,Merge pull request #702 from ReactionMechanismGenerator/writeReducedModel,2016-07-05 14:43:20,1
299,66508c95,Merge pull request #726 from ReactionMechanismGenerator/thermoStuff,2016-07-24 15:03:33,1
300,79311913,Merge pull request #627 from ReactionMechanismGenerator/libraryNumReactantsCheck,2016-03-23 11:17:55,1
301,109a4c7f,Merge pull request #629 from ReactionMechanismGenerator/checkModels,2016-03-24 09:49:37,1
302,76ba1f61,Merge pull request #721 from ReactionMechanismGenerator/generateTransport,2016-07-20 15:51:31,1
303,c0ea0129,Merge pull request #631 from ReactionMechanismGenerator/regression,2016-03-28 06:54:06,1
