,hash,message,time,buggy
31,87a5a35,USER-DPD: bugfix for new PairExp6rx::polynomialScaling() function.,2016-11-20 00:44:23,1.0
32,937cf0b,USER-DPD: bugfix for a segfault when using MOLECULE and DPD together.,2017-05-31 12:20:12,1.0
33,a1036f2,USER-DPD: bugfix in unpack_comm_hybrid()  now works with hybrid atom style,2016-12-23 11:36:59,1.0
34,01609f5,USER-DPD: aplly unpack_comm_hybrid bugfix d31121b to atom_vec_dpd_kokkos.cpp,2017-01-17T12:47:59,1.0
35,d31121b,correct input examples affected by the Pair::settings() bugfix,2016-10-05T15:22:48,1.0
36,8f78157,bugfix for library interface,2016-11-21 12:32:48,1.0
37,654e09e,USER-DPD Kokkos: replicate 7a593c2f bugfix to pair_table_rx_kokkos.cpp,2017-05-18 18:34:27,1.0
38,87ea9ba,USER-DPD Kokkos: replicate 7a593c2f bugfix to pair_table_rx_kokkos.cpp,2017-03-27 14:29:13,1.0
39,982331.0,USER-DPD Kokkos: replicate 9a560b90 bugfix to atom_vec_dpd_kokkos.cpp,2017-03-01T09:49:24,1.0
40,0982331,Bugfix for the limit keyword,2017-03-01 09:49:24,1.0
41,8210b25,BUGFIX: use Kokkos::atomic_fetch_max() to avoid a race on new_maxneighs,2017-03-01 15:34:24,1.0
42,da7776f,Bugfix for building LAMMPS+KOKKOS+DPD with CMake,2017-09-14 11:00:55,1.0
43,01d0a5c,USER-DPD Kokkos: propagate 763a00e8 bugfix to pair_multi_lucy_rx_kokkos.cpp,2017-02-18 01:38:55,1.0
44,ff2b613,bugfix. avoiding operating on uninitialize data. closes #690,2017-12-20 03:13:08,1.0
45,7e78921,USER-DPD: pair_multi_lucy_rx bugfix for systems with multiple atom types,2017-03-03 10:12:44,1.0
46,cee94da,Bugfix for effective plastic strain rate calc,2017-10-13 00:15:15,1.0
47,763a00e,USER-DPD Kokkos: bugfix for npair_ssa_kokkos.cpp corresponding to 0cd3f0cd,2017-03-03T09:29:17,1.0
48,16d6dfc,apply bugfix for MEAM provided by Wolfgang Verestek on lammps-users,2017-12-08 11:40:44,1.0
49,fff43a4,Bugfix for checking image flags,2017-03-17 19:33:04,1.0
50,03766db,BUGFIX: Prevent possible deadlock in Irregular::create_atom and create_data,2016-10-03T16:28:59,1.0
51,534b7ad,bugfix from Axel,2017-10-09 21:29:07,1.0
52,411c069,bugfix when parsing mpirun,2017-03-17 02:36:41,1.0
53,05d3518,address a few cosmetic issues flagged by -Wpedantic,2016-04-27T14:03:59,1.0
54,d58dd4f,Kokkos bugfix,2016-11-22 12:13:20,1.0
55,53342a5,updates to USER-REAXC code in USER-OMP from Chris Knight. addresses issues with multiple threads in use,2018-05-04 22:17:25,1.0
56,cb971f0,Corrected error in etail and ptail,2015-09-23T18:10:39,1.0
57,8.499e+75,updates to USER-REAXC code in USER-OMP from Chris Knight. addresses issues with multiple threads in use,2017-07-20T12:11:46,1.0
58,5a88d74,avoid issues detected by coverity scan,2015-04-28T00:01:00,1.0
59,8499e72,address issue where uninstalling an empty package will erase all code in src,2017-07-20 12:11:46,1.0
60,5ff5bc2,address issue where uninstalling an empty package will erase all code in src,2016-11-28 21:34:35,1.0
61,1725832.0,Corrected error in etail and ptail,2017-04-06T11:08:57,1.0
62,1725832.0,re-apply bugfix from two years ago,2017-04-06T11:08:57,1.0
63,1725832.0,avoid possible memory leak,2017-04-06T11:08:57,1.0
64,1725832.0,bugfix,2017-04-06T11:08:57,1.0
65,a6c0fb8,memory allocation bugfix for USER-INTEL pppm from M Brown,2015-04-28T00:16:01,1.0
66,d07703e,correct minor issues  so LAMMPS compiles again,2016-10-14T07:27:40,1.0
67,8e5d380,avoid tiny memory leak  when the restart command is specified multiple times,2018-03-16 19:11:30,1.0
68,caa9907,BUG: Dumping to multiple files failed with an error message complaining about a missing 'append yes' option.,2018-04-18 22:27:12,1.0
69,e634c5a,correct potential out-of-bounds memory access,2017-07-03 08:53:53,1.0
70,6886dcb,correct out-of-bounds accesses,2018-05-03 23:04:07,1.0
71,5d787f7,apply airebo/m bugfix also to USER-OMP version,2016-11-01 21:39:12,1.0
72,4e4fd5f,correct small (but harmless) logic error.,2018-01-28 14:23:05,1.0
73,d625346,correct broken link in html bond doc overview,2018-03-14 12:11:58,1.0
74,5821fe8,correct bug in tracking atom->nlocal vs. atom->nmax when allocating pbc enforcement buffers,2017-01-14T17:06:23,1.0
75,5c9892c,avoid small memory leak with USER-REAXC + USER-OMP  spotted by GCC's address sanitizer,2017-03-23 14:14:49,1.0
76,730e3cb,correct commands table format issue,2016-08-13 10:53:29,1.0
77,396e0b5,correct formatting and broken/colliding link issues with LATTE package related documentation,2017-04-21 14:02:17,1.0
78,5909bd5,Corrected error in Liouville factorization,2016-08-21 11:18:02,1.0
79,734729b,BUG: Proper handling of bigint data. Corrects behavior when compiled with LAMMPS_BIGBIG.,2017-07-12 17:27:49,1.0
80,5cbaf7c,plug small memory leak in USER-OMP variants of pppm kspace styles,2017-07-18 14:47:54,1.0
81,8bba6d3,avoid memory leak in pppm/disp/omp,2017-09-26 16:52:10,1.0
82,791f18b,Corrected minor bug in utility script,2016-03-08T19:56:06,1.0
83,a111cf6,address uninitialized variable issues pointed out by valgrind/coverity,2017-11-26 22:35:56,1.0
84,c3a2ed0,combine citeme.log entry for pair reax/c/omp and fix qeq/reax/omp,2017-07-17 23:56:38,1.0
85,e13e403,Workaround for compiler bug in gcc v4.9.3  manifest in KOKKOS SNAP,2016-11-01 16:48:00,1.0
86,c98bb7f,apply bugfix to reaxff taper function as described in issue #828,2017-06-15 12:57:44,1.0
87,50a82bb,apply corrections to issues reported by static code analysis,2016-08-22 15:49:33,1.0
88,338fc28,Address bug in multifile restart writing with step number included,2017-07-11 14:59:08,1.0
89,4a875dc,Further tweaked the flangevin issue,2018-02-23 09:01:34,1.0
90,47e2ca6,Workaround issue in pair_snap_kokkos_impl,2018-03-07 09:52:14,1.0
91,7b89e47,fix array bounds issue due to typo. spotted by GCC.,2016-10-24 17:12:28,1.0
92,3bc1c6b,fix array bounds issue due to typo. spotted by GCC.,2018-02-01 14:25:55,1.0
93,eebf110,Fixed errors in FixRxKokkos kokkos neighbor lists initialization and usage and calls to computeLocalTemperature.,1/21/2016 18:16,1.0
94,939b1b2,Correct off-by-one error in line number reported,2018-02-22 14:27:23,1.0
95,5e+171,added jpg for kolmogorov-crespi-z equations and fixed hybrid/overlay check in source,2017-06-21T13:33:26,1.0
96,5e165e6,Fixes coverity issue CID 179439,2017-06-21 13:33:26,1.0
97,f2d005f,Fixes coverity issue CID 179440,2017-02-07 16:24:59,1.0
98,621d7d5,Fixes coverity issue CID 179436,2017-03-16 23:05:03,1.0
99,323570c,Fixes coverity issue CID 179426,2017-02-28T15:39:01,1.0
100,a7d790a,Fixed problem with image flags in attempt_molecule_insertion_full() and cleaned things up a little.,2017-05-22 17:33:47,1.0
101,8a630ff,Fixed bugs with pppm/gpu when used with compute group/group,2017-05-22 17:32:07,1.0
102,617ca4e,Fixed shebang and renamed to lib/kim/Install.py,2017-05-22 17:30:46,1.0
103,084626e,Small error in elements allocation causing seg. fault for parallel runs  fixed.,2017-05-22 17:36:16,1.0
104,f03b5a8,Fixed so tabulated pair_vashishta uses same pair_modify command style as other pair styles,2015-07-07T16:43:21,1.0
105,20806dd,Fixed header for the force field file,2017-02-14T00:26:55,1.0
106,e30c5fc,Fixed header for the force field file,2017-07-10 21:05:29,1.0
107,fb08dc0,change purge target in Makefile  also fixed one issue with Make.py,2017-05-01 13:38:37,1.0
108,06cc38e,implement a `python source` command as suggested in issue #454,2016-08-22 07:51:00,1.0
109,b96100c,Fixed pbc wrapping in case of spherical bins,2018-01-08 14:42:43,1.0
110,a5d401e,Fixed uninitialized variable for multiple molecule in set,2018-01-08 14:46:32,1.0
111,b9d0f96,Fixed coding style.,2016-09-30T09:17:55,1.0
112,27a6371,Fixed broken examples by adding NULL after stess/atom commands,2017-05-11 19:18:09,1.0
113,c58bc6f,fixed case where no axial components are active,2018-03-21 21:20:15,1.0
114,4c19f60,Fixed molecule mass when gcmc offset applied,2015-11-11T23:37:31,1.0
115,bdb7669,Fixed undefined tdof in setup,2017-03-16 09:44:07,1.0
116,532a4e6,min latte partially fixed,2014-04-14 21:08:05,1.0
117,84de575,Fixed error in onemols initialization when gcmc uses non-first molecule template,2016-06-09T18:31:54,1.0
118,4b03a29,address spline out-of-bounds bug reported in issue #59 and refactor high-level spline code for consistency and efficiency,2015-08-10T02:57:32,1.0
119,3ca986f,fixed sucrose,2015-12-01T21:42:17,1.0
120,2dcbc80,Fixed problem with box flips under NVT,2017-02-23 18:20:02,1.0
121,da1a3ac,Fixed initialization of arrays in computes/fixes in MC package,2015-11-11T23:39:25,1.0
122,64cf52d,Fixed error in average option,2017-05-15 15:55:15,1.0
123,5e35ab2,Fixed initialization of arrays in computes,2017-09-20 17:11:49,1.0
124,066e759,Fixed initialization of arrays in computes,2015-10-21T23:20:45,1.0
125,48ba812,Fixed problem with read_dump xyz,2016-08-25 16:15:13,1.0
126,28e3ebf,Fixed initialization of arrays in computes,2015-12-04T19:06:19,1.0
127,5e811f1,Fixed initialization of arrays in computes,2016-08-24 16:50:11,1.0
128,1f3ef8e,Fixed initialization of arrays in computes,2016-08-24 16:24:20,1.0
129,ca55525,Fixed initialization of arrays in computes,2015-09-18T21:16:12,1.0
130,d09a857,Fixed initialization of arrays in computes,2016-08-24 16:03:44,1.0
131,0e7ce19,Fixed initialization of arrays in computes,2016-08-24 15:57:06,1.0
132,7d43f34,Fixed neighbor list building that caused error in parallel runs with pair_meam_spline.,2016-08-24 17:06:58,1.0
133,fcd54f0,fixed problem with exclusion,2016-08-24 16:38:30,1.0
134,95dde5c,fixed integer division problem in python code snippet,2016-08-24 16:06:58,1.0
135,3e793d6,Fixed initialization of arrays in fixes,2016-08-24 16:16:03,1.0
136,f58fc94,Fixed initialization of arrays in fixes,2017-05-01 21:56:19,1.0
137,b2e792d,fixed bug with pair hybrid/overaly and manybody potentials finding the right skip neighbor method,2016-02-29T22:10:07,1.0
138,55fe1f6,implement second bugfix suggestion from @CF17 on issue #59,2016-08-22 22:35:23,1.0
139,265cc14,Fixed error in ave/time version,2016-08-25 15:20:12,1.0
140,db077ef,Fixed initialization of arrays in computes/fixes in MANYBODY package,2016-08-25 10:33:33,1.0
141,9161bd9,Fixed problem in column_length(int),2016-12-21 09:50:29,1.0
142,c11e876,Fixed broken basal example,2017-05-16 14:18:56,1.0
143,1780c86,Fixed initialization of arrays in fixes,2016-08-05 17:53:52,1.0
144,f9a21ae,Fixed initialization of arrays in fixes,2016-08-25 15:42:23,1.0
145,853eab8,Fixed initialization of arrays in fixes,2015-12-03T22:57:01,1.0
146,1f0a6ae,Fixed initialization of arrays in fixes,2014-04-14 21:24:23,1.0
147,2c7241b,Fixed initialization of arrays in fixes,2016-08-25 11:33:10,1.0
148,b5a5627,Fixed initialization of arrays in fixes,2016-08-25 11:45:07,1.0
149,ee2f6de,Fixed initialization of arrays in fixes,2016-08-25 10:55:18,1.0
150,07eb1d4,Fixed initialization of arrays in fixes,2016-08-25 15:25:49,1.0
151,425142b,Fixed MINe type,2016-08-25 15:27:44,1.0
152,36e085e,Fixed OpenCL compilation issues with __global keywords,2016-08-25 15:33:49,1.0
153,d6b9d0b,Fixed uninitialized variables,2016-08-25 15:37:04,1.0
154,fd05a13,Fixed a number of issues after verifying against the KIM version,2016-08-25 11:53:51,1.0
155,9025f65,Fixed error in average option,2015-10-16T18:37:06,1.0
156,dbc60d9,Fixed error in average option,2017-09-06 15:08:02,1.0
157,edbb8bc,Fixed memory leak from rlist,2016-05-25T20:09:34,1.0
158,fc3505f,Fixed issue with switching function derivative in PairAIREBO::FLJ,2017-02-15T16:37:29,1.0
159,050a136,Fixed opencl error,2015-12-04T19:29:27,1.0
160,d241f92,implement bugfix from issue #388,2015-12-04T19:29:46,1.0
161,2479d80,Fixed negligible error in Tersoff and COMB,2016-07-27T21:16:09,1.0
162,904609a,fix bug reported by richard berger via https://ci.lammps.org/job/lammps/job/master/job/regression/160/testReport/junit/examples/msst/msst/,2017-02-15T16:38:13,1.0
163,d7646ae,implement modified version of balance and fix balance according to steve's suggestions and requirements,2017-06-14 12:03:47,1.0
164,b921b69,fixed namespace issue,2017-02-27T18:22:21,1.0
165,e551418,Fixes issue #701,2015-09-30T23:00:44,1.0
166,a5234d7,Cleaned up 3-body gpu styles  and fixed a bug for tersoff/zbl/gpu. There is a unresolved bug for neigh no with tpa > 1 with BaseThree  enforce tpa = 1 for neigh no in BaseThree for now.,2017-07-05 22:34:34,1.0
167,66b4c9b,Fixed memory error in ewald_disp.cpp,2016-08-01T18:58:52,1.0
168,c0f1a32,Fixing broken USER-INTEL examples,2017-09-28 17:43:59,1.0
169,6f7bd78,Fixed error->all instead of error->one bug in USER-DPD/fix_shardlow.cpp.,2017-11-29 01:02:04,1.0
170,3d1d0c5,Fix to communication for mpi. Tested  and now working correctly with MPI.,2017-07-21 12:08:04,1.0
171,e8b64a9,apply bugfix reported in issue #820,9/26/2014 18:45,1.0
172,5ae8de8,Fixing broken USER-EFF examples,9/22/2014 15:39,1.0
173,8503ac2,Fixing more broken USER-EFF examples,2017-01-05 13:58:11,1.0
174,50c7234,Fixing Kokkos output for number of OpenMP threads,2017-05-02 09:43:57,1.0
175,b1d3b56,Fixing segfault in USER-FEP,2018-03-02 04:33:13,1.0
176,fcb81d2,Fixing tagint and imageint issues in Kokkos package,2014-06-10 17:00:33,1.0
177,7e1c6cc,Fixing broken USER-EFF example,2014-06-10 18:17:25,1.0
178,d007fac,Fixing GPU memory issue in modify_kokkos  need to cherry pick back to Master,2016-08-23T16:07:26,1.0
179,5c5df89,Fixing fdotr in pair_buck_coul_cut_kokkos,2015-08-31T16:08:00,1.0
180,7ee45ec,Fixing Kokkos default values,2017-02-01T11:52:27,1.0
181,62c95d8,Fixing GPU memory issue in modify_kokkos  need to cherry pick back to Master,9/26/2014 14:57,1.0
182,5ce8e2f,Fixing logic error with suffix styles,2017-01-19T09:54:15,1.0
183,5da0d39,Fixing execution space issues in KOKKOS package,2017-02-02T13:35:51,1.0
184,e564fc4,Fixing more execution space issues in KOKKOS package,2016-04-13T21:38:58,1.0
185,917ca19,Fixing Kokkos execution space issue with regions,2017-01-19 09:54:15,1.0
186,def0d4e,Fixing more Kokkos per-atom and fdotr issues,1/28/2016 23:28,1.0
187,3c88b2a,Fixing issues found during GPU runtime testing,2017-07-18 09:53:26,1.0
188,f4b6b67,Fixing issues found during GPU runtime testing,2017-07-21 15:04:14,1.0
189,557e5b9,Fixing CUDA runtime issues in fix_shardlow_kokkos,2017-07-25 13:37:01,1.0
190,1834a5e,Fixing CUDA runtime issues in fix_shardlow_kokkos,2017-02-02T14:58:04,1.0
191,35803c7,Fixing USER-CUDA compile error,2016-12-20 17:03:46,1.0
192,807d952,Fixing error check in fix_eos_table_rx_kokkos,2016-12-21 10:41:29,1.0
193,8649794.0,Fixing Kokkos CUDA Makefile issue,2017-06-08T13:40:20,1.0
194,8649794.0,Fixing broken basal example,2017-06-08T13:40:20,1.0
195,8649794.0,Fixing Kokkos warnings,2017-06-08T13:40:20,1.0
196,8649794.0,Fixing warnings in Kokkos,2017-06-08T13:40:20,1.0
197,b5e95a0,Fixing warning,2016-02-24T18:53:37,1.0
198,e05b132,Fixing error checks,2017-01-18 14:18:35,1.0
199,ee9e7cf,Fixing bugs in per-atom,2017-01-10T13:22:36,1.0
200,bf8b5e4,Fixing Kokkos bugs,9/26/2014 17:00,1.0
201,be13ecf,Fixing Kokkos bugs,2017-01-26 10:03:43,1.0
202,6cc969d,Fixing restart error,2017-01-26 09:24:13,1.0
203,6d665f1,Fixing compile error with Kokkos CUDA Makefiles,2015-07-17T18:15:35,1.0
204,b96b6b9,Fixing CUDA runtime issues in fix_shardlow_kokkos,2017-06-19 14:04:16,1.0
205,fc80281,Fixing more CUDA runtime issues,2016-09-02T22:45:29,1.0
206,bf9517b,Fixing some CUDA runtime issues in npair_ssa_kokkos,1/25/2016 21:36,1.0
207,384aef4,Fixing compile error in USER-OMP,2/5/2016 17:28,1.0
208,579b616,Fixing Kokkos bugs,2016-04-26T23:00:32,1.0
209,7839c33,Fixing a few bugs in Kokkos,2017-01-10T13:05:00,1.0
210,c51cadc,Fixing issue with pressure in pair_hybrid_kokkos,2017-06-09 09:31:37,1.0
211,520ab26,Fixing Kokkos bugs,2017-06-07 15:07:53,1.0
212,36cbe43,Fixing Kokkos bugs,2017-06-06 10:51:26,1.0
213,14554c9,Fixing Kokkos bugs,2015-08-31T15:20:49,1.0
214,9eb8702,Fixing more CUDA runtime issues,1/25/2016 16:13,1.0
215,da43baf,Fixing Kokkos bugs,2015-02-23T23:45:29,1.0
216,8b4130c,Fixing Kokkos bugs,2017-01-17 13:28:55,1.0
217,da41fcb,Fixing Kokkos CUDA compile error,2/5/2016 17:40,1.0
218,92ae19e,Fixing Kokkos CUDA compile error,1/25/2016 20:58,1.0
219,34785af,Fixing CUDA runtime issues in pair_exp6_rx_kokkos,1/22/2016 23:35,1.0
220,efe60bf,Fixing Kokkos compile errors,2017-06-06 13:10:04,1.0
221,d6a67c2,Fixing runtime issues in fix_eos_table_rx_kokkos,2016-03-04T17:32:00,1.0
222,d913f5e,Fixing compile problem,2016-09-12T21:09:35,1.0
223,3580e54,Fixing Kokkos issue in fix_eos_table_rx_kokkos,2017-01-12 09:00:07,1.0
224,3.58e+57,Fixing Kokkos issue in fix_eos_table_rx_kokkos,2017-01-12T09:00:07,1.0
225,b4b7310,Fixing inheritance issue in pair_hybrid_overlay_kokkos,2017-06-08 13:33:23,1.0
226,e6ba3cc,Fixing runtime issues with pair_exp6_rx_kokkos,2016-04-26T16:12:44,1.0
227,cfa61b9,Fixing Kokkos compile error,2016-12-16 12:37:41,1.0
228,743148d,Fixing issue in pair_multi_lucy_rx_kokkos found by ibaned,2/6/2015 17:19,1.0
229,7332692.0,Fixing region issue,2016-12-21T08:56:48,1.0
230,7332692.0,Fixing issue with ev_setup in pair_hybrid_kokkos,2016-12-21T08:56:48,1.0
231,7332692.0,Fixing memory leak in Kokkos neighborlist,2016-12-21T08:56:48,1.0
232,7332692.0,Fixing compile error,2016-12-21T08:56:48,1.0
233,2b29980,Fixing index issue in pair_exp6_rx_kokkos,2017-01-13 13:50:21,1.0
234,d93e3d1,Fixing GPU memory issue in fix_eos_table_rx_kokkos,2016-12-16 10:06:12,1.0
235,13b6196,Fixing GPU memory issue in fix_eos_table_rx_kokkos,2016-12-12 10:47:39,1.0
236,c15d658,Fixing issues in pair_multi_lucy_rx_kokkos,2017-01-13 10:01:22,1.0
237,59e5d36,Fixing issue in fix_qeq_reax,12/10/2015 16:04,1.0
238,35e1cf1,Fixing GPU memory issues in atom_vec_dpd_kokkos,2017-03-08 20:02:02,1.0
239,b889776,Fixing memory overflow issue in comm_kokkos,2017-06-26 10:51:26,1.0
240,0da53bb,Fixing issue in fix_wall_lj93_kokkos,2016-04-26T22:32:03,1.0
241,acdb932,Fixing GPU memory issue with fix_property_atom_kokkos,2017-03-16 09:28:27,1.0
242,5897955.0,Fixing GPU memory issue in fix_langevin_kokkos,2017-01-24T11:24:47,1.0
243,5897955.0,Fixing GPU memory issue in pair_exp6_rx_kokkos,2017-01-24T11:24:47,1.0
244,5897955.0,Fixing GPU memory issues in Kokkos,2017-01-24T11:24:47,1.0
245,5897955.0,Fixing GPU memory issues in Kokkos,2017-01-24T11:24:47,1.0
246,6f51c3b,Fixing per-atom ev issue,2016-12-19 16:25:31,1.0
247,d2b6559,Fixing memory error,2017-05-31 10:52:03,1.0
248,2d32fa8,Fixing memory error,2017-01-18 12:53:40,1.0
249,a001a5c,Fixing memory error,2017-03-09 12:20:49,1.0
250,c468727,Fixing GPU memory issue in domain_kokkos,2017-03-03 10:49:15,1.0
251,5569c4c,Fixing Kokkos memory issue,2017-01-17 16:19:25,1.0
252,26c8d3d,Fixing Kokkos memory issue,2017-01-25T12:53:55,1.0
253,b38733e,Fixing Kokkos memory deallocation issue,2017-01-18 10:15:06,1.0
254,de6442d,Fixing some Kokkos issues,2017-01-19 11:55:22,1.0
255,fc94f1b,Fixed a bug with equal-style variables as manifold params.,2017-01-19T11:55:22,1.0
256,6f92429,Fixing bug in pppm/intel for AVX-512 with single precision and ik diff. This commit simplifies the code by eliminating packing optimizations that were slower under typical parameters and had some memory bugs.,2017-02-02T13:34:27,1.0
257,440ce63,Fixing Kokkos per-atom e/v issue,2015-04-01T22:29:49,1.0
258,cd6f885,Fixing Kokkos issue,2015-04-01T21:13:05,1.0
259,144780f,Fixing another Kokkos issue,2015-04-01T20:32:09,1.0
260,73177d6,Fixing Kokkos memory issue,2017-01-25T11:18:03,1.0
261,3366136,Fixing Kokkos memory issue,2016-08-26 15:43:13,1.0
262,3366136,correct the bug discovered by stan due to uninitialized scale factors for eam/alloy/omp and eam/fs/omp,2016-08-26 15:43:13,1.0
263,3366136,Fixes with post-force() not allowed after fix rigid or rigid/small,2016-08-26 15:43:13,1.0
264,3366136,Fixing small bug in Kokkos pair styles with long-range Coulombics,2016-08-26 15:43:13,1.0
265,f47a40b,Fixing small bug in run-style verlet split,2016-12-16 10:02:01,1.0
266,f314fbc,small bug fixes,2015-03-27T14:56:28,1.0
267,04fd038,Fixing bug with Kokkos and reading restart files,2017-03-27 13:46:57,1.0
268,7e58f08,correct cut-n-paste bug reported by Massimo Pica Ciamarra on lammps-users,2017-10-08 08:33:07,1.0
269,daf9f95,Fixing small Kokkos bug,2017-02-02T13:09:52,1.0
270,fd1e707,Fixing what seems to be a Kokkos bug  I will submit to Kokkos lib developers too,2015-03-27T16:08:31,1.0
271,b3d89e0,Fixing Kokkos bug when many atom types,2015-03-27T15:24:42,1.0
272,6b79bbf,Fixing Kokkos bug,2016-07-27T15:48:50,1.0
273,76acb8c,remove useless and incorrect neighbor list request in fix qeq/comb/omp,2016-08-30T23:18:07,1.0
274,4381db8,Fixing auto_sync logic bug in modify_kokkos,2016-10-04T14:33:26,1.0
275,fa5ec0b,Fixing bug in Kokkos ReaxFF,2017-08-27 19:22:37,1.0
276,721b312,Fixing copy bug in pair_exp6_rx_kokkos,2015-07-01T15:51:02,1.0
277,afd2f6b,Fixing neighbor bug,2015-07-01T15:54:23,1.0
278,083ff54,Fixing a bug in the kspace error estimator for triclinic systems,2016-08-31T20:26:15,1.0
279,4f19525,Fixing Kokkos neighbor bug,2016-12-23 10:13:01,1.0
280,f4d0aa3,Fixing Kokkos bug,2017-10-27 11:25:57,1.0
281,a67cb06,Fixing neighbor bug,2015-07-01T21:52:07,1.0
282,000df6e,Fixing Kokkos bug,2016-12-19 15:20:10,1.0
283,27172c4,Fixing Kokkos neighbor bug,2016-12-23 10:47:08,1.0
284,e2117af,Fixing neighbor bug,2/10/2016 23:34,1.0
285,0af9203,Fixing Kokkos bug,2017-07-12 18:32:04,1.0
286,0565b1d,Fixing Kokkos bug,2017-04-26 10:49:20,1.0
287,688b1f1,Fixing Kokkos bug,2016-09-06T14:06:59,1.0
288,116ae9d,Fixing Kokkos bug,2017-01-18 14:51:35,1.0
289,635151.0,Fixing Kokkos bug,2017-01-12T16:22:24,1.0
290,f45b388,Fixing Kokkos bug,9/23/2014 22:29,1.0
291,5b7ab13,Fixing Kokkos bug,2017-01-12 16:22:38,1.0
292,9e23f05,Fixing Kokkos bug with restarts,2016-05-06T19:05:32,1.0
293,630783c,Fixing Kokkos bug,2017-01-12T16:22:24,1.0
294,1a1b81c,Fixing Kokkos memory bug,2016-02-16T21:52:49,1.0
295,daf766d,Fixing bug in qeq,2017-01-12T16:22:38,1.0
296,0635151,BUGFIX: fix a copy-o in build_Item_Ghost(): xbin2  etc. should be an int xbin2  ybin2  and zbin2 are temporary integer bin coordinates  not floats!,2017-01-12 16:22:24,1.0
297,b6be862,Fixing bug on Macs,2/10/2016 22:50,1.0
298,0541d52,Fixing bug,1/26/2016 23:49,1.0
299,eb10541,fix gcmc updates from Aidan  trimming of output for replica commands,1/21/2016 20:15,1.0
300,8c4d592,import fix halt prototype code with corrections for soft exit,1/26/2016 22:07,1.0
