,hash,message,time,buggy
25,bfca2253a,Fixed bug in moving groups and forgotten return statement,2013-12-17 01:02:44,1
26,1168cb03a,Misc. bug fixes for balanced DD and load balancer,2015-09-09 17:00:36,1
27,01db597cd,Fixed double-sorting of angular momenta on CPU (merge bug),2015-10-23 10:30:21,1
28,819eb5fb6,Fixed potential performance bug on kepler,2014-01-08 14:49:55,1
29,f878327e2,Fixed bug (pair force equals zero for external potential plugins on Fermi),2014-04-02 19:24:58,1
30,b5a4490b3,Fixed bug in Communicator: do not update ghosts after sorting particles,2014-01-13 08:45:27,1
31,f5dfaa1e4,Fixed a bug where calling `restore_snapshot()` during a run zeroed potential parameters.,2015-09-25 13:47:14,1
32,ffef00730,Fixed bug in nlist: clear exclusions at the beginning,2013-12-13 22:03:42,1
33,abae7ac1c,Some style fixes  fixed bug for pure spheres as spheropolyhedra,2018-04-25 13:29:12,1
34,a1691eb14,Fixed (last?) bug in moving bonded groups,2013-12-17 01:57:52,1
35,2aeded220,Fixed bug in moving bonded groups,2013-12-17 01:36:11,1
36,4a1669ceb,small bug where tuner would not change all tunables,2016-07-14 17:35:08,1
37,ceb63347f,small bug where tuner would not change all tunables,2016-07-14 17:35:08,1
38,42fdac37a,Fixed bug - virial computed in pair force even if it shouldn't,2013-12-04 12:36:35,1
39,d1a2bb391,Fixed bug introduced by change to pybind,2016-07-29 16:51:31,1
40,8c9999d19,Fixed bug in distance check,2014-01-19 20:19:55,1
41,600f3639b,Fixed bug with data access API and MPI,2014-01-10 14:50:29,1
42,ce4de0866,Fixed bug in drift subtraction (must account for particle mass).,2018-02-14 16:36:12,1
43,2b06a41b0,Merge in bug fixes from nlist_asymm,2015-07-31 10:35:02,1
44,dea6f3318,further tweaks trying to find bug,2016-09-06 18:29:09,1
45,f00469c1b,Bug fixes for multiple threads and autotuned launcher,2017-04-25 13:23:22,1
46,b60247a0c,fixed bug in lattice.py,2016-09-13 11:36:31,1
47,b831852f4,Fixed bug in partition handling,2014-01-27 10:13:20,1
48,cd7d6069d,Tentatively fixed bug in PotentialPairGPU with overlapping pair force computation,2014-01-18 02:07:18,1
49,52088d51e,Fix SFC sorter (angular momenta and moments of inertia not correctly updated),2014-02-26 18:17:05,1
50,9c8c47d5b,fixed small bug,2016-01-18 16:11:11,1
51,a2527e465,Fixed small bug in HOOMDBinaryInitializer,2013-12-16 17:37:34,1
52,8e2ddf1af,Merge branch 'fix-mpcd-compile' into mpcd-comm-opt,2017-04-27 12:45:14,1
53,7ce7400d5,refactor JIT & really fix LLVM linking on flux,2017-11-21 14:03:43,1
54,aec4078dd,Fixed bug in PotentialPairGPU,2013-12-22 21:16:10,1
55,da5140f60,Fixed bug in replication of molcules,2014-02-27 19:36:49,1
56,0cf413279,fix readin double conversion  double to Scalar,2017-04-09 10:12:37,1
57,c5aa2dbf0,Fix failing test_buckingham_value. Remove derelict comments in test_buckingham_value,2017-04-28 14:39:26,1
58,f0136acfe,Merge branch 'fix-mpcd-compile' into mpcd-serial-opt,2017-04-27 12:45:01,1
59,93b0d6ae4,Expand unit tests for load balancer  and fix minimum domain size tolerance,2015-09-15 15:02:45,1
60,6b27e2c39,Fix multiple type tree build bugs  and refactor data structures,2015-02-20 15:26:03,1
61,974ecc9ff,fix sphere-plane-plane intersections,2016-12-14 01:00:32,1
62,ea0d69b93,limit random shift in small boxes and fix depletants criteria,2017-12-19 19:03:15,1
63,67bd669b6,fix invalid bond forces when there are many bond types,2016-09-09 18:29:13,1
64,6c1cbbdaf,Merged in mphoward/hoomd-blue/fix-integrate-enable (pull request #310),2017-03-06 14:21:30,1
65,5c8930c95,Merge branch 'fix-saru' into mpcd-saru,2017-07-14 14:49:16,1
66,63a2245dd,Merged in mphoward/hoomd-blue/fix-mpcd-at-kT (pull request #484),2018-06-26 11:52:16,1
67,9c180a3ae,Merged in mphoward/hoomd-blue/fix-mpcd-compile (pull request #332),2017-04-27 13:19:59,1
68,33497c954,Merged in mphoward/hoomd-blue/fix-nlist-tree (pull request #444),2018-02-08 13:34:14,1
69,6cada05c6,Merged in mphoward/hoomd-blue/fix-lb-migrate (pull request #406),2017-10-29 14:09:03,1
70,abb63284d,Merged in mphoward/hoomd-blue/fix-wall-force-shifted-lj (pull request #438),2018-01-18 18:31:46,1
71,c33922628,Merged in LudwigSchneider/hoomd-blue/plugin-fix (pull request #152),2016-03-15 14:23:52,1
72,b008f7cdb,Merged in mphoward/hoomd-blue/fix-dump-xml (pull request #388),2017-08-18 11:29:29,1
73,2c16c4a6b,Merged in mphoward/hoomd-blue/fix-mpcd-compile (pull request #335),2017-04-27 17:37:58,1
74,d828f7230,Merged in mphoward/hoomd-blue/fix-bvh-2d (pull request #470),2018-05-09 16:26:20,1
75,379913264,Merged in mphoward/hoomd-blue/fix-saru (pull request #359),2017-07-17 12:27:32,1
76,8f7392d58,Fix hoomd.dump.getar namespace issue and expand its unit tests,2016-06-15 17:30:10,1
77,b46c629b6,fix unit test failure on GPU and add debug statements,2017-07-22 13:10:21,1
78,362f0a777,Fix GetarInitializer restoring a static quantity given a particular frame,2017-07-12 17:40:48,1
79,a7cfa55b6,Merged in mphoward/hoomd-blue/fix-unicode (pull request #357),2017-06-28 18:54:49,1
80,9483c0fa8,fix shared memory alignment issues with walls (at least  on Fermi),2016-03-04 16:08:59,1
81,227b99643,Add rigid virial fix to the credits page,2015-03-25 15:18:35,1
82,22890fd55,Fix order of Updater export statements,2015-12-18 17:48:01,1
83,94d380149,Fix virial computation in anisotropic pair potentials,2015-01-14 18:01:54,1
84,215fccc65,Fix molecule tag assignment and compilation in debug mode,2016-01-21 21:04:13,1
85,683930874,Fix a NaN occuring when charge.pppm() is executed with uneven interpolation order,2015-11-24 04:10:06,1
86,3c2dc6e36,Fix duplication of STL container data types on rank 0 for bcast,2015-05-04 10:08:03,1
87,1795396d5,Merged in fix-parallel-tests (pull request #276),2016-11-29 17:09:44,1
88,2c4153d3d,Fix molecule tag assignment and compilation in debug mode,2016-01-21 21:04:13,1
89,085f90b98,tentatively fix sphere cap point picking,2017-12-22 07:02:13,1
90,e3be7fbf9,fix walls exports to be able to include hoomd.h in plugins,2016-01-14 20:27:12,1
91,db0d0ac0b,fix walls exports to be able to include hoomd.h in plugins,2016-01-14 20:27:12,1
92,879b89dba,Fix image counters when particle positions are set through data API,2015-02-01 19:13:10,1
93,6700ff3ff,Fix nlist small box checks in 2D,2014-03-03 16:14:39,1
94,f4cf2a35e,fix overlap check problem with binary mixtures of polyhedra,2016-11-22 18:44:32,1
95,5e8e97b4d,Fix MPI linker flags in example plugins,2015-03-24 18:13:58,1
96,6900074f3,Fix issue where r_cut was passed to the evaluator class rather than r_cut_squared,2017-05-02 11:27:01,1
97,84519a9c4,Merged in fix-boxmc-volume-move (pull request #479),2018-05-23 15:39:27,1
98,18d9d6fe1,get rid of old kernel and fix problem with RNG generation,2016-12-06 15:40:20,1
99,e3d60dcdf,Merged in fix-hpmc-restore-state (pull request #437),2018-01-18 18:31:01,1
100,0f2bdc5ed,Fix snapshot data objects in long unit tests,2015-06-15 14:11:44,1
101,1e11c211d,fix argument when IR file is provided,2017-11-24 22:22:10,1
102,e3ddc449f,Fix ghost layer width <-> box size checking,2015-07-23 15:23:08,1
103,27ca19c5e,tentatively fix docs and move nthread set API to option.py,2018-02-22 10:55:44,1
104,fd51a8af9,Fix image list for tree neighbor lists in 2d,2018-05-01 09:11:36,1
105,a5a7beb3e,Fix potential problem where neighbor list could be built unnecessarily,2014-01-18 22:24:17,1
106,689a100bf,fix for ExternalField derived modules previously using multiple inheritance,2016-07-07 16:21:11,1
107,a0f27a84b,Fix a problem were bond forces are computed incorrectly,2015-09-13 18:22:36,1
108,16d4192c6,Fix errors when running after a metadata dump.,2016-06-10 07:04:24,1
109,ff213f115,Merged in multiple-nvt-alternate-fix (pull request #286),2016-12-20 08:49:19,1
110,7ecba94c4,Fix period behavior of collision method when it is toggled on/off,2017-10-03 14:23:05,1
111,dc18d24eb,fix hang in polyhedron overlap check and extend shape paramters,2016-11-14 01:05:11,1
112,8e560405a,fix replicate() when particles have large image flags,2016-07-30 21:37:03,1
113,8c3361818,fix AABB query in update.muvt(),2017-11-25 13:39:05,1
114,6af29937a,Fix tree traversal to skip ahead in search,2014-10-17 11:57:27,1
115,54f91dfa1,Fix the metadata dump tests for hpmc.,2016-06-08 13:39:06,1
116,2caae9470,Merged in fix-python-abi-compatibility (pull request #441),2018-01-25 14:59:56,1
117,02e56fd92,Merge branch 'maint' into meta-constrain-fix,2017-10-30 13:35:18,1
118,21dac0e71,FIX: Logger clears also python callbacks if removeAll is called.,2016-10-27 12:20:09,1
119,eba12596b,fix acceptance with implicit depletants and AABB search radius,2017-11-25 22:30:03,1
120,77e042715,Fix snapshot initialization with balanced decomposition,2015-09-08 13:07:44,1
121,cf1af87ae,Fix analyzer setup in dump.getar for python 2,2016-10-10 12:34:10,1
122,348f052bd,Merge branch 'fix-parallel-tests' into validation,2016-11-29 10:58:59,1
123,4a70f33db,fix implicit depletants with shapes that have a finite insphere radius,2016-11-27 11:43:59,1
124,402e98118,Fix for systems with partial installs of MLK?? not sure why I see this on MacOS,2017-01-27 15:35:49,1
125,b7e463efc,Fix intra-warp reduction in pair force kernels,2015-03-25 19:25:21,1
126,b46306ceb,Add Python unit testing and fix a few bugs,2015-04-24 15:54:09,1
127,71603c05a,fix wrong acceptance rule in implicit (new) integrator,2018-05-04 17:35:20,1
128,2a6bb187e,Fix listify for unicode string types in python2,2017-06-26 16:09:29,1
129,91405893c,Fix wording of change log update,2017-07-21 10:03:03,1
130,9871417c1,Fix RNG generation in Langevin and BD,2015-11-10 21:46:33,1
131,6d762a930,fix wrong sampling with implicit depletants,2016-11-22 21:55:47,1
132,affe9be80,Merged in pybind-submodule-fix (pull request #465),2018-04-23 11:06:59,1
133,0da680be2,Fix getar tests for ctest parallel,2016-11-28 20:28:45,1
134,4cee4371c,Merged in fix-gcc8-warnings (pull request #486),2018-06-27 12:03:49,1
135,db67ef671,Fix GPUArray scope issues in constrain.rigid() unit test,2016-08-04 10:28:47,1
136,f5953a78c,Fix broken assert from snapshot API change,2016-05-31 14:42:03,1
137,c3905349d,Fix incorrect sizing of head list texture bind,2015-09-04 13:50:00,1
138,47c19f8f9,Fix update coeffs for force shifted lj wall potential,2018-01-17 10:21:06,1
139,8ee4ce71f,Merged in fix-prep-run (pull request #363),2017-07-17 13:57:59,1
140,a10798501,Merged in fix-dihedral-table (pull request #407),2017-11-02 13:21:15,1
141,8c6c8c5f2,Merged in fix-default-aliasing (pull request #439),2018-01-18 18:32:46,1
142,e2ba0d48d,Bump to upp11 fix-mac-builds branch.,2016-07-19 12:21:16,1
143,2d17577c1,cmake: fix build with ninja instead of make,2015-03-08 12:21:05,1
144,91206090e,fix acceptance rule for non-spherical shapes,2017-12-19 18:32:29,1
145,25b4944fc,Fix unit tests to new syntax,2016-02-10 13:30:55,1
146,fb2c9f3bb,Fix git clone link in comple docs.,2015-01-19 10:36:58,1
147,17b1b2393,Fix profiling and misc setup bugs,2017-03-17 16:39:22,1
148,1cc4b8f60,Fix a randomly failing npt unit test,2014-03-04 06:59:06,1
149,1a5db9a69,Merged in fix-rpath-again (pull request #487),2018-06-27 12:05:47,1
150,7e9bba255,Fix c++14 extension warnings,2016-07-15 10:41:08,1
151,941fb3e8f,Fix LLVM make on Mac,2017-11-29 15:36:35,1
152,3c91197a8,Really fix the example plugin symlink,2018-02-05 09:04:52,1
153,58e474085,Fix simplified take_snapshot API,2015-05-26 16:04:41,1
154,8621cb6db,Merged in fix-wall-include2 (pull request #125),2016-01-28 13:23:54,1
155,9f28eb73d,Merged in fix-rpath-3rd-time (pull request #490),2018-07-03 11:17:40,1
156,8a07245f0,reorganized to remove loop reduncancy and fix access for walldata,2015-10-07 17:42:15,1
157,19af10003,Fix CMakeLists for python tests,2017-04-26 08:55:12,1
158,739a1e1af,fix readin double conversion,2017-04-08 18:52:56,1
159,93719a855,Fix python abi compatibility,2018-03-05 14:49:46,1
160,035ef3893,Merged in meta-constrain-fix (pull request #396),2017-11-01 01:49:31,1
161,fcf2fc984,Fix performance of initializing pair.slj() in MPI,2014-11-07 15:14:15,1
162,2878f9ae0,Fix failing unit tests for new Mie potential,2015-07-15 13:59:46,1
163,82f7f8cb2,Fix merge conflict from per-type MPI branch,2015-09-01 15:43:25,1
164,98bcd1a94,fix overlap checks for trees with only one level,2016-10-25 17:19:27,1
165,e761ee5cd,Merged in fix-pppm-pressure (pull request #290),2017-01-11 12:46:08,1
166,6bc86336e,untested fix of group GPU code,2016-01-11 15:44:56,1
167,9d7a31866,fix potential energy computation with constrain.rigid() and MPI,2016-09-15 20:39:22,1
168,846a220a8,Fix std::map use with TBB,2018-01-25 14:36:16,1
169,0ea8e3acb,fix profiler overflow in charge.pppm,2016-01-20 15:14:57,1
170,36abcff53,Fix invalid profiling in MPI PPPM on CPU,2016-01-21 18:59:22,1
171,9457ca3ce,fix update of angular degrees of freedom in BD,2017-08-01 16:01:22,1
172,16493ed88,Fix broken python copy targets,2016-09-20 07:25:56,1
173,a4cc402bf,Fix potential problem in Messenger related to MPI window,2014-08-30 12:45:15,1
174,139a41600,fix potential energy computation with constrain.rigid() and MPI,2016-09-15 20:39:22,1
175,add426eaa,Fix segfault when profiling base class PPPM,2016-01-20 14:10:35,1
176,f110fc31b,Fix incorrect data type for nlist gpu binned shmem,2015-08-12 08:55:19,1
177,4c7d15ce4,fix boundary conditions for overlap checks,2017-12-20 18:16:01,1
178,819d493e3,fix boundary condition rejection,2018-01-12 21:47:37,1
179,2539ab612,fix more potential ENABLE_MPI=OFF errors,2016-04-13 17:51:38,1
180,9acc6999e,fix tersoff potential on compute <=3.0,2016-06-29 13:01:38,1
181,de61b7114,fix potential and add unit test,2017-07-11 17:02:48,1
182,c2c633386,fix installation location for hpmc library,2016-04-02 10:22:28,1
183,1cbf0dedb,fix sphere cap picking,2017-12-27 12:04:51,1
184,88d63137d,fix mpi ghost width signal,2016-07-29 13:54:56,1
185,0c32643ba,Fix sporadic segfault/illegal memory access in CellList(GPU),2016-01-21 20:05:23,1
186,53e9a2956,Fix sporadic segfault/illegal memory access in CellList(GPU),2016-01-21 20:05:23,1
187,3e67d8169,fix wrong body counting in force composite,2016-06-06 14:30:51,1
188,da6ecc4e1,Fix type add for anisotropic pairs,2017-03-03 10:12:02,1
189,7cae6534c,Fix hang in influence function kernel,2016-01-19 16:28:08,1
190,b4e542be6,Fix order of bonds in BondedGroupData<>::takeSnapshot(),2014-11-03 08:32:41,1
191,30d5a59b1,Fix segfault due to incorrect handling of PBC with order > 3,2016-01-19 11:50:21,1
192,ef735b831,fix incorrect STL map usage,2017-11-27 21:22:24,1
193,5218d928c,fix proxy access to sphere_union shape,2016-04-04 18:22:55,1
194,eb71c46e5,Fix NaN issues for wall computes,2016-02-02 14:54:11,1
195,debe33c55,Fix broken --gpu=# command line option,2014-03-31 12:35:30,1
196,29eff102b,Fix metadata access in dcd dump writer.,2016-06-15 16:32:59,1
197,0c37844b7,fix non-TBB build's unit test,2018-02-22 10:17:02,1
198,72defc5f3,Fix corrupt metadata in MPI runs,2016-02-02 13:04:22,1
199,2cc167b95,Call parent method explicitly and fix status line,2016-07-12 09:16:14,1
200,d49d7e8c7,Merged in fix-gsd-shape (pull request #432),2018-01-11 12:32:09,1
201,bd5efeb8a,Merged in fix-linking (pull request #472),2018-05-03 17:01:33,1
202,bfb5e8586,Merged in fix-plugins (pull request #281),2016-12-09 11:17:19,1
203,982b64034,Fix metadata issues with python 2.7,2015-06-24 10:08:38,1
204,93065adad,Fix style issues in BondedGroupData,2015-04-17 11:48:56,1
205,70604aead,first attempt to fix faceted sphere,2016-12-13 12:57:33,1
206,05162cdaf,Fix up hoomd.dem.utils docstrings,2016-05-31 15:09:27,1
207,1b8dbe645,Fix module path search,2014-07-08 12:23:54,1
208,debb6def8,Fix ghost layer/r_buff handling with rigid bodies,2016-06-07 11:52:26,1
209,ab4c74155,Fix local rank detection with --mode=gpu,2015-05-06 08:19:30,1
210,61e3bf36e,fix TBB/clang incompatibility and add ENABLE_TBB cmake option,2018-01-16 22:23:53,1
211,f638b870d,Fix non-MPI coverage box in CellList,2017-04-26 09:01:56,1
212,b449ca3e0,fix RNG generation for particle pairs with patches,2018-01-26 16:12:37,1
213,bb7862909,Fix kinetic energy logging in MPI,2016-01-17 19:19:53,1
214,f5c4cc592,Fix kinetic energy logging in MPI,2016-01-17 19:19:53,1
215,e71b894a4,Fix corrupt metadata in MPI runs,2016-02-02 13:04:22,1
216,b61b307f2,Fix error where NVT computed thermo data on the wrong step,2014-07-03 10:40:18,1
217,8537321d1,fix a problem where MPI simulations with rigid bodies fail,2016-06-23 19:13:37,1
218,5555af561,fix MPI simulations with zero particles on a rank,2017-11-26 14:57:00,1
219,4862e638e,Fix incorrect charge assignment in test.,2017-04-28 15:35:41,1
220,d03db5a75,fix runs where there are zero ptls on one rank,2013-12-20 12:38:56,1
221,cfd758d5f,Fix 2.1.8 release date in change log,2017-07-19 10:04:47,1
222,80fd210d7,Fix crash in CPU MPI simulations,2014-02-23 18:25:45,1
223,3b63a6df6,tentatively fix race condition with TBB and patches,2018-01-26 14:10:41,1
224,2e1a808af,Fix handling of external field on GPU,2015-10-26 20:44:27,1
225,efb046fea,missed change in base module fix,2016-07-11 16:33:03,1
226,200a61c2f,Fix crash in MPI/constraint simulations,2016-01-21 21:53:41,1
227,ee68c2e6c,fix acceptance criteria for non-spherical shapes,2016-07-13 12:12:47,1
228,de9ef5592,Fix rank check in non-MPI builds,2015-10-28 09:36:37,1
229,6cfcde3b6,Fix single precision builds,2016-11-28 10:50:37,1
230,3b15d6944,Fix leftover conflict from earlier merge,2015-02-12 17:25:29,1
231,7f1ab9d65,Fix illegal memory access in constraint communicatoin,2016-01-20 15:10:17,1
232,950b70dc6,Fix illegal memory access in constraint communicatoin,2016-01-20 15:10:17,1
233,99934d735,fix swap acceptance in small boxes,2018-01-23 07:10:45,1
234,4ef29a112,Merged in angleA-fix (pull request #136),2016-02-10 05:51:01,1
235,7ba41bc34,Fix MPI unit tests.,2016-07-18 10:42:23,1
236,c58429633,Fix CellListGPU constructor in non-MPI builds,2017-04-27 11:33:03,1
237,889d777df,Fix non-MPI builds,2015-10-12 14:53:13,1
238,d78761f90,Fix: Call to getNRanks() failed on non-mpi builds.,2015-06-10 15:17:25,1
239,8ddfc3358,fix boxmc acceptance criteria,2016-11-16 20:48:45,1
240,79ecfa63d,fix is inside shape test,2016-11-25 17:13:10,1
241,2a0a6f811,temporary fix for list of tuples in make_verts functions,2016-07-05 01:52:17,1
242,1f0e4e283,fix emit_accum lamda functions for ghost layer widths,2016-08-04 15:32:48,1
243,0bcc4024e,fix accidental change from merge,2016-07-29 18:44:22,1
244,8c5168d76,Fix communication of off rank particles for corners,2015-09-02 16:04:29,1
245,384a31890,fix another problem with ghost layer handling,2016-09-06 16:42:44,1
246,c25c7cd48,Fix C++11 support in nvcc when using clang,2017-04-25 21:28:00,1
247,9418e26ad,Fix particle migration and ghost errors,2015-09-09 14:50:11,1
248,63dbab2f5,Fix shared (i j) prefix length,2015-09-07 13:50:14,1
249,f8f58a745,Fix COPY_HEADERS cmake in dem module,2016-09-20 08:40:50,1
250,930ba4d70,Fix remaining tests,2017-07-27 10:34:26,1
251,815bee403,Fix name of memcheck/racecheck tests,2015-03-26 16:11:14,1
252,616e3ad7d,fix self-energy,2017-11-21 00:51:42,1
253,990023c04,Fix multiple declaration,2017-02-03 09:51:10,1
254,786c94472,Fix logic to re-allocate exclusions upon particle addition,2015-02-13 14:31:02,1
255,931bb5e2c,Fix uninitialized value in CachedAllocator,2014-08-25 14:26:57,1
256,93cb0e0b3,Fix CPU build,2016-02-02 08:54:15,1
257,068745c2a,fix sign in acceptance probability,2018-01-12 19:14:03,1
258,9f9f0ddc1,Fix debug mode assertion,2015-04-08 14:17:17,1
259,ecddc15d7,fix direction of rij separation vector,2017-11-18 17:30:45,1
260,815971476,Fix debug mode,2016-01-21 21:07:20,1
261,235d5423a,Fix dumb mistake  fdivr is no scalar3,2016-02-02 19:17:03,1
262,94e06bf94,fix sign in exclusions,2016-09-12 21:37:28,1
263,6c7d35619,fix a wrong constant,2016-06-28 21:32:39,1
264,b9138ab8f,fix numerical stability of FIRE minimizer,2017-06-20 01:06:33,1
265,bd1aa4ac1,Fix ambiguous namespace for SharedSignal,2017-07-14 16:00:44,1
266,a89f3d11b,Fix ambiguous namespace for SharedSignal,2017-07-14 16:00:44,1
267,6013d3ca8,Fix unions for double,2017-06-21 13:59:52,1
268,dc2310f8f,fix bond addition probability,2017-11-26 17:02:32,1
269,a68ec31ce,Fix exec_conf cache regression,2014-07-23 08:30:28,1
270,7671c9427,Fix illegal memory access in PPPM,2015-09-21 11:33:13,1
271,90b25091a,fix MPI log value,2017-11-27 23:03:17,1
272,6eb0d800a,fix cmake version problem,2017-06-08 14:09:52,1
273,20f8ff12f,fix updater box,2018-01-02 16:06:27,1
274,96565406a,Fix exception handling syntax,2015-10-28 09:20:13,1
275,7ee74f73e,Fix variance of Maxwell-Boltzmann distribution,2017-04-18 15:29:39,1
276,48c54d1a5,Fix segfault in NeighborList when adding particles,2015-02-12 20:26:11,1
277,f2f6ef877,Fix uninitialized value in Communicator,2016-02-18 13:41:27,1
278,9360dd12f,Fix test for MPI execution,2018-06-26 08:21:03,1
279,bb57f5f1a,Fix crash in MPI/constraint simulations,2016-01-21 21:53:41,1
280,33f9979ba,Fix a seg fault when ENABLE_MPI_CUDA is ON,2014-03-04 21:34:46,1
281,68f6dc9df,fix insertion position,2016-12-06 15:01:20,1
282,d49f1790e,Fix headers for dpd gpu potential,2017-11-27 15:42:52,1
283,13deb6cfd,Fix potential seg fault,2014-07-23 08:29:26,1
284,718dde2c8,fix failing HPMC unit test,2016-07-11 12:47:36,1
285,4c751f961,fix communication of Boltzmann factor,2017-11-23 13:25:47,1
286,8b500d169,fix handling of cut-offs,2018-04-05 21:39:20,1
287,6f3d4997b,Fix invalid syntax,2015-10-28 09:16:30,1
288,80e3d5194,Fix autotuner<->tune.r_buff() interop,2014-02-16 11:26:51,1
289,123dee272,Really fix tune.r_buff() now,2014-02-16 14:51:59,1
290,c473e9724,Fix bond_coeff syntax in example script,2014-09-24 19:39:46,1
291,1c44a2b33,fix sphere fitting,2017-01-12 15:21:32,1
292,59424cbbe,Fix DPD in multi-GPU simulations,2014-02-21 08:42:12,1
293,84bc80a71,Fix computeEnergyBetweenSets MPI bugs,2015-06-29 09:05:17,1
294,81721ca01,fix cluster criterion,2016-11-27 18:46:44,1
295,637a17203,fix rel tolerance criterion,2015-11-21 22:32:57,1
296,eb45ff499,fix shared memory alignment issues,2016-12-06 18:01:27,1
297,f32562a5c,fix sphere union parameters,2017-11-18 12:35:49,1
298,68555d1d8,fix clusters export,2016-03-29 22:31:07,1
299,b638866a0,Fix group.rigid() with MPI,2016-07-30 15:48:21,1
300,4853eab43,Fix muvT implicit accceptance criterion,2016-07-08 19:18:34,1
301,c3a3a7f1b,fix wrapping around boundary conditions,2017-12-28 09:01:57,1
302,9e1cacc70,Fix potential segfault in CommunicatorGridGPU,2016-01-20 15:30:07,1
303,c8a021108,fix failing builds and silently skip bcast without MPI,2017-11-29 13:03:51,1
304,412385ec4,fix merge conflicts on maint,2016-09-15 20:56:27,1
305,7a5a8c9de,fix initialization of pair.ewald(),2016-09-12 23:58:46,1
306,c03f4f034,Fix blue waters module suggestions,2016-04-12 11:17:31,1
307,f7de4f14d,fix base class in export of ForceDistanceConstraintGPU,2015-11-21 22:27:44,1
308,fe93729f7,Fix compile errors in --std=c++11 builds,2016-02-10 14:11:20,1
309,047006457,small doc fix,2018-02-21 15:18:29,1
310,5d5915655,fix compile with boost 1.60,2016-02-22 18:18:07,1
311,113a7593e,Fix multi-stage communication,2014-01-11 15:39:22,1
312,fc3f5c297,Fix failing doc build,2016-10-04 09:53:16,1
313,bd6d32d80,fix the creation of the shape parameters for convexpolyhedra,2017-04-10 20:28:25,1
314,7a012c36d,Fix whitespace problem,2014-11-03 22:11:32,1
315,4c04773c8,Fix replication of rigid bodies,2016-02-19 15:40:04,1
316,cece59828,fix problem with boundary conditions,2017-12-27 11:56:40,1
317,cb4289a69,Fix JIT RPATH,2017-11-24 20:31:25,1
318,1a48b8a86,Fix some of the MPI errors,2016-03-14 13:23:06,1
319,f6ecbe890,Fix errors when compiling without MPI,2016-01-17 20:14:37,1
320,7c527f486,Fix failing MPI tests,2016-02-10 05:55:32,1
321,ccd872847,Fix builds with MPI disabled,2016-02-02 09:53:20,1
322,19cd405ee,fix problem with MPI,2017-11-26 13:41:16,1
323,183689172,fix problem with MPI,2017-11-26 13:36:53,1
324,766ace098,Fix failing unit tests,2014-11-03 21:56:00,1
325,767641a47,Fix failing unit tests,2017-07-05 12:56:56,1
326,77a89f741,fix compilation without MPI,2016-10-22 11:22:10,1
327,952068dad,tentatively fix segfault with MPI,2017-11-26 14:09:39,1
328,82e3a3609,Fix compile errors with MPI off and CUDA on,2014-01-29 12:26:29,1
329,3e58aa351,Fix calculation of central particle torque,2016-02-17 11:50:31,1
330,5bca0ce80,tentatively fix logic for triggering migrate,2016-01-20 18:57:50,1
331,d4d2fd0f9,fix performance issue (doh!),2016-04-05 17:01:16,1
