,hash,message,time,buggy
62,c5316bb,Fixes for Lammps data parser,12/4/14 22:53,1.0
63,3e7d847,helanal minor fixes as requested in review of #610,1/7/16 11:18,1.0
64,6220bcd,minor fixes to coordinates code and docs,2012-03-10T16:24:45,1.0
65,83f4b65,Fixes #454,2015-09-29T12:40:52,1.0
66,1d86042,Final fixes,2015-05-20 21:36:19,1.0
67,9091ac9,fixes in libdcd,2017-05-22 09:20:00,1.0
68,ecc3919,more reST fixes,2017-05-05T14:41:05,1.0
69,6479bad,fixes in PrimitivePDBWriter and PrimitivePDBReader,2012-01-10T19:04:05,1.0
70,d84fe09,Minor fixes in PrimitivePDB reader/writer,2011-12-14T21:38:55,1.0
71,178af90,fixes for PDB and GRO writer,2012-05-01T13:31:01,1.0
72,f68f884,duecredit: small fixes,2018-03-12T10:29:43,1.0
73,00952ec,Fixes Issue203,1/11/15 13:10,1.0
74,efd9fc5,Aesthetic fixes to test_gro,2017-06-12T14:47:13,1.0
75,ca45456,Some fixes for TopologyGroup,2015-09-04T14:01:52,1.0
76,df5d7a2,QC fixes,1/12/16 22:20,1.0
77,a193ab8,Fixes Issue193,1/7/15 23:33,1.0
78,696c991,Fixes for 2.6 compat,2015-05-26 12:36:38,1.0
79,d84019f,Fixes to InterRDF,11/30/15 11:37,1.0
80,5bb869e,New ten2eleven.py module to run MDA 0.10 to 0.11 conversions directly on the command line without copying modules elsewhere. New fixes package directory for holding the fixes.,2015-08-14T15:50:28,1.0
81,c074991,-added new test_imports.py module to enforce the ban on relative imports in unit testing modules (Issue #189) -manually repaired unit testing modules caught by above unit testing of import statements,2015-06-15T11:31:30,1.0
82,e58958c,minor fixes for PrimitivePDBWriter,2012-05-30T18:38:35,1.0
83,6c788c6,fixes stochasticproxembed.pyx Cython compilation error,2018-03-15T10:49:35,1.0
84,6ff313f,Frame writer can take a Universe (fixes one half of Issue 49) - added universe attribute to Universe - altered GRO  CRD  and PrimitivePDB writer so that they can   deal with a Universe as argument (just get the coordinates from   the atoms instead of the 'selection' --- no performance penalty    just making use of the improved hierarchy and the fact that   .atoms is now a true AtomGroup) - added test case (passes),2010-10-31T00:29:34,1.0
85,8aa93ba,Velocities may now be accessed from GRO files as AtomGroup.velocities() or Atom.velocity   A velocity unit test was included with this commit to verify that both the AtomGroup and Atom-specific velocity reading functionalities are preserved for GRO files. This implementation uses the ts._velocities attribute. Addresses Issue 102.,2012-06-03T16:59:40,1.0
86,15f4b39,Incorporated new fixer covering part of the changes introduced by Issue#373 -- methods to properties returning an object. Crude test examples also updated.,2015-08-20T16:17:05,1.0
87,1de7eaf,Merge Lukas Grossar's HydrogenBondAnalysis (Issue 103),2012-06-04T17:25:51,1.0
88,7de8cb2,New fixer dealing with torsion to dihedral conversions (Issue#373) involving AtomGroup / atom / universe. Crude examples for testing also added.,2015-08-20T17:08:03,1.0
89,23a1bb7,Support for PDBs with 4 character resnames and segID output when writing (PrimitivePDBWriter) (Issue 63  patch by dcaplan) - When I try to read and write PDBs with 4 character resnames used in NAMD/VMD I end up with an improperly formatted PDB file. This is also an issue with segIDs not being written. - I've made a quick patch where I add support for 4 character resnames and change the format string for the output to write the segID. I also added very simple support for better guessing of atom types since the function guess_atom_type was just returning 0. - I'm still not sure about how to deal with the 2 types of format strings for writing PDBs.,2011-03-11T01:52:59,1.0
90,bf338f5,"Issue #6: ""accessing coordinate functions of universe segments fails"" was caused by my previous skipping of the check for an empty AtomGroup. Reverted to previous version.",2008-02-25T00:43:35,1.0
91,13e7f7d,chain reader added (Issue 39) - universe can read a list of files and concatenate them transparently   on the fly: u = Universe(PSF  [DCD_1  DCD_2  ...]) - only basic Trajectory API implemented (no indexing/slicing!) - can mix any formats (!) - added simple test case,2010-08-30T08:41:11,1.0
92,ce80e91,Fixes Issue 1331 This handles the case where number of items is exactly divisible by number of items per line. Previously the code would always round up  where instead it should only round up when not exactly divisible.,2017-05-05T11:07:00,1.0
93,b4a70b5,Many different code corrections according to code review (on Issue 228). Inculding: testsuites for topology reader were added. testsuites for topology reader were modified.,3/24/2015 18:30,1.0
94,aed5881,AtomGroup: indexing reworked  implemented advanced slicing (Issue 36) - indexing of AtomGroup now always behaves like a list: integer --> Atom  slice --> AtomGroup  list/array --> AtomGroup (NEW  fixes Issue 36) - added test cases and modified older test cases (basically  atoms[:] cannot   be used to test for equality as it is now a AtomGroup  use ._atoms. - updated CHANGELOG (reorganized with a big AtomGroup section),2010-10-20T00:03:18,1.0
95,a72168f,TRR I/O fully aware of missing coord/vel/force information (Issue 162) Exceptions are raised on access of missing data.,2014-01-19T06:35:20,1.0
96,8a08496,experimental support for a special LAMMPS DCD Reder/Writer (Issue 84),2011-11-28T18:28:03,1.0
97,0d6b32d,Added RMSF analysis class analysis.rms.RMSF (closes Issue #288),2015-06-11T17:49:22,1.0
98,93c45e6,Resolves Issue 161 (trajectory slicing is now possible in MDAnalysis.analysis.contacts.ContactAnalysis1.run() method),2014-01-10T16:56:05,1.0
99,0fb11f4,removed trajectory test data (Issue 28),2011-09-07T20:23:13,1.0
100,e4f0cee,merged feature-xpdb (extended PDB) into develop (closes Issue 159),2013-11-10T15:21:57,1.0
101,6c7a691,Patched issue with frame iteration in test_coord_match -- all unit tests now pass.,2017-04-20 19:32:12,1.0
102,5a0eb5c,increased required Biopython version to 1.59 (Issue 147),2013-07-11T21:55:41,1.0
103,ada5de0,Added guess_bonds to Universe and AtomGroup (Issue #245),2015-04-21 08:59:02,1.0
104,87a1dba,rebuilt docs with sphinx (to check Issue 182),2/17/15 10:58,1.0
105,994e77d,added custom selection to ContactAnalysis (closes Issue 169),2/19/15 12:11,1.0
106,3d9b19f,Sphinx conf.py now specifies secure https mathjax_path. Rebuilt html docs. Should resolve Issue 182.,2/17/15 9:03,1.0
107,ce1508d,Issue 77: adding tests  extending the functionality,2011-12-13T22:15:56,1.0
108,33ac4f6,Issue 724 - Removing assert statments from test units,2016-03-20T02:40:43,1.0
109,5e84d12,closes Issue 153: AtomGroup.packintobox() merged,2013-10-29T10:40:37,1.0
110,2fc9a84,Contact analysis: can use centroids of selected atoms per residue (closes Issue 169),2/19/15 18:35,1.0
111,a526913,test for writing DX files from density (Issue #544),12/1/15 11:00,1.0
112,354aae7,test for all selection writers (closes issue #353),2015-07-18T01:18:08,1.0
113,407eb24,replaced netCDF4 with scipy.io.netcdf (issue #506),2015-10-19 17:46:16,1.0
114,d55c082,New feature: support PDB altloc records (Issue 170),4/16/14 19:14,1.0
115,991a340,Changes for Issue #373,2015-08-07T01:28:37,1.0
116,f1cecf5,Added ability to slice Reader object using lists and arrays of integers (Issue #437),2015-09-17T12:23:28,1.0
117,966c8c2,Issue 87: moved master into package/ dir,2011-12-21T09:25:54,1.0
118,ab943ca,"Added ""cached"" decorator (Issue 207)",1/25/15 11:23,1.0
119,06f592c,Issue 80:  Parallel distance matrix computation using Cython (closing),2012-08-06T21:37:22,1.0
120,c5ca8b6,Added tests for NCDFReader.  Finished Issue #257,2015-04-25 11:39:46,1.0
121,3771433.0,Moved many extensions files alongside the python code (Issue #444),2015-10-02T09:33:59,1.0
122,01fa5b4,HBond analysis: new distance_type keyword (closes Issue 185),6/18/14 16:34,1.0
123,30e21da,Issue 87: moved UnitTest code from package to testsuite,2011-12-21T14:19:23,1.0
124,ddf5b1d,Named groups in selections now accepted (Issue 174),3/28/14 0:03,1.0
125,390b6e8,Issue 80: Parallel distance matrix computation using Cython,2012-07-14T23:04:51,1.0
126,134951b,Issue 79: recipe for making PCA TRRs from arrays,2011-10-05T23:10:12,1.0
127,1e05654,discontinued support for Python 2.5 (Issue 130),2013-08-02T14:24:47,1.0
128,cc73f72,NCDFReader (Issue 109): load coordinates right away,2012-05-30T10:05:43,1.0
129,4a0b2e5,fixes Issue 116 (Failed to write AMBER netcdf trajectory from AtomGroup),2012-09-03T11:54:20,1.0
130,074d349,Slicing of ResidueGroup and SegmentGroup produces the same groups (fixes Issue 135 and 148),2013-07-18T12:12:42,1.0
131,547f365,Added tests for Issue #476,10/7/15 17:02,1.0
132,7131d6e,Closes Issue 2: TPRParser for Gromacs 4.0 - 4.6.1,2013-05-29T10:13:20,1.0
133,86b41e2,NetCDFReader working (Issue 109),2012-05-27T21:18:53,1.0
134,882978e,Named stream issue (#1669),2017-09-15 11:02:05,1.0
135,c44d844,NetCDFWriter working (closes Issue 109),2012-05-29T16:54:49,1.0
136,b23dae5,Start of Timestep API solidification (Issue #250),2015-07-02T08:39:28,1.0
137,b26bbff,Issue 87: testsuite along package,2011-12-21T09:35:53,1.0
138,0b8348d,Closes issue 85.,2011-12-11T22:32:27,1.0
139,84e3882,Closes Issue #310,2015-06-16T15:03:40,1.0
140,3c68292,Empty AtomGroup allowed (Issue 12),2012-05-29T19:27:14,1.0
141,3b95cb9,Finished work on Issue #250,2015-07-09T10:05:38,1.0
142,e9c013f,Added tests for Issue #304,2015-06-12T09:04:11,1.0
143,3c9ae52,closes Issue 23: bond information can be guessed for a PDB,2013-05-11T12:45:04,1.0
144,acf2425,Closes Issue #270,1/7/16 14:01,1.0
145,e023551,Closes Issue #620,1/14/16 19:29,1.0
146,53ed8c0,Added copy_slice(slice) method to base.Timestep (Fixes Issue 163),2014-02-04T21:29:14,1.0
147,e952945,tests for issue #820,2016-04-11T17:29:47,1.0
148,51b109e,Tests for Issue #532,11/13/15 14:20,1.0
149,3198250,Fixes Issue 133: helanal: additional output of local bend and unit twist angles,2013-04-24 09:50:46,1.0
150,3198250,Fixes Issue 133: helanal: additional output of local bend and unit twist angles,2013-04-24 09:50:46,1.0
151,3198250,UnitTests for Issue 101,2013-04-24 09:50:46,1.0
152,3198250,Finished Issue #816,2013-04-24 09:50:46,1.0
153,e81a933,Issue 1555 moltype (#1557),2012-05-31T11:03:33,1.0
154,f19cdcc,correct reading/writing of DCD unit cell information (fixes Issue 187),2016-04-06T13:36:37,1.0
155,dc16124,detect OpenMP-capable compiler during setup (fixes Issue 145),2017-07-28 14:59:10,1.0
156,2ebcae2,Merged Lukas Grossar's HbondAnalysis improvements (fixes issue 103),10/21/14 17:32,1.0
157,22b33e8,fixes Issue 112 (alig.fasta2select used outdated Biopython),2013-08-06T15:28:51,1.0
158,f1b64de,fixes Issue 107: read NAMD/VMD space separated PSF files,2012-06-03T14:20:08,1.0
159,1bd901d,Fixes Issue #1582  AtomGroup.dimensions now always returns a copy,2012-06-07T18:01:45,1.0
160,8a71081,fixes Issue 143: alignto() now checks that the two selections describe the same atoms,2012-05-30T16:22:35,1.0
161,7cc1e81,fixes Issue 122 by making netCDF4 an optional dependency,2018-01-30T13:15:27,1.0
162,a5f9288,HydrogenBond analysis: fixes and tests (Issue 103),2013-07-11T22:37:34,1.0
163,50e6f5a,FIXES Issue #22 (Universe.dimensions broken),2012-12-18T12:39:13,1.0
164,8ca4bd2,PBC for angle and torsion calculations (fixes Issue 172),2012-07-03T19:29:07,1.0
165,81ed228,Test for issue #352 now pass,2010-04-26T15:16:28,1.0
166,34f925b,Issue 92: fixes/enhancements in relation to GLYCAM,3/27/14 17:29,1.0
167,3240a38,Issue 92: fixes/enhancements in relation to GLYCAM,2015-10-01T13:38:40,1.0
168,2391408,Closing fixes to Issue 23: guessing bonds,2012-01-26 17:04:52,1.0
169,2391408,fixes Issue 113 (ClustalW would not be run in align.fasta2select()),2012-01-26 17:04:52,1.0
170,2391408,added energy units and conversion (fixes Issue 214),2012-01-26 17:04:52,1.0
171,2391408,More of Issue #250,2012-01-26 17:04:52,1.0
172,887ccee,For issue #850,2013-05-11T17:26:03,1.0
173,6a76463,Fixes Issue 199: FutureWarning from numpy in pyqcprot,2012-06-17T20:37:19,1.0
174,e61eebb,Fixes Issue 91: Reading/Writing of TRR velocities,2/12/15 22:28,1.0
175,520ed5a,fixes issue #99 	Infinite loop when writing single frame,2015-07-03T12:05:23,1.0
176,ea70fd4,fixes Issue 105: MultiPDB support and writing of single PDB frames,2016-05-12T16:25:29,1.0
177,759b06b,fixes Issue 111 (qcprot would sometimes return NAN),2/1/15 12:05,1.0
178,4be4cb5,Fixes Issue #1502 (#1503),2012-02-11T03:22:59,1.0
179,a8a280c,Fixes Issue #1495 (#1519),2012-03-10T14:42:12,1.0
180,2d2427e,fixes issue #95,2012-05-22T16:49:38,1.0
181,435430e,Fixes issue #1330 (#1332),2012-06-16T18:12:35,1.0
182,0210129,Fixes for Issue 201,2017-07-17 16:31:52,1.0
183,8420368,Fixes Issue #1771,2017-07-19 15:07:34,1.0
184,740db3d,Fixes issue #385,2012-02-15T23:11:54,1.0
185,303574b,Fixes for Issue 201,2017-05-08T12:59:42,1.0
186,228236,Fixes Issue #521,1/6/15 22:25,1.0
187,7b6ad00,Fixes for Issue #396,2018-02-23T20:23:17,1.0
188,1c6fcfa,Fixes Issue #820,2015-08-28T23:34:42,1.0
189,0228236,Fixes Issue #1174 (#1505),2015-01-06 22:25:08,1.0
190,06bd71f,Fixes Issue #389,1/12/16 13:09,1.0
191,0b37120,Fixes Issue #576,2015-08-23T09:48:49,1.0
192,06b275b,fixes Issue 101,2016-04-11T17:45:41,1.0
193,4ca3235,Fixes issue #816,2017-07-18 10:39:32,1.0
194,223e381,Fixes for Issue #397,2015-08-22T11:00:41,1.0
195,50101f5,Fixes Issue #273,12/9/15 13:51,1.0
196,d25969a,Fixes for Issue #548,2012-05-31T11:16:09,1.0
197,ac9afb9,Fixes Issue 208,2016-04-06T13:08:38,1.0
198,5d34981,Fixes for Issue #755,2015-08-26T16:07:35,1.0
199,6736ddb,Fixes Issue #512,2015-05-12 23:08:41,1.0
200,4fa0e65,fixes Issue 117,11/23/15 10:31,1.0
201,c7c417d,fixes issue 146,3/5/15 0:04,1.0
202,da35a5c,fixes issue #95,2016-03-04T18:20:45,1.0
203,3d12e60,patch for Issue 57 by jandom,10/30/15 11:41,1.0
204,e15fb06,added comment and formatting header to files (Issue 68 and Issue 69) - name  url  copyright and licence (GPL v2+)  Issue 68 - citation information (need to update once full citation available) - modelines for emacs and vim to ensure that no TABs are use (Issue 69) - might have to take a closer look at the licences of the bundled packages   and customize their comment headers,2012-09-03T10:54:42,1.0
205,eb27af2,Improved  Best-like contact analysis (Issue #702),2013-06-26T17:51:35,1.0
206,fb9ba38,Quantified code fixes for Issue #604,2012-02-15T23:11:54,1.0
207,0d37e3c,Issue 76: integrated jjlights03's patch,2011-04-09T22:34:05,1.0
208,87977a3,PEP8 fixes topology/test_topology_str_types.py,2011-04-17T14:28:19,1.0
209,eaf6da3,parallel distance_array (Issue 80) in core.parallel.distances,2016-02-09T16:59:28,1.0
210,cb2fb7e,PEP8 fixes for coordinates/test_txyz.py (#1653),1/2/16 22:22,1.0
211,e11b6d2,MDAnalysis now truncates atom numbers when writing .gro files with more than 99 999 atoms  in a manner consistent with genbox in GROMACS 4.6.3. Note that it appears that some GROMACS utilities (i.e.  trjconv) actually write 00000 instead of 0 for the 100 000th atom. Both formats can be read in by MDAnalysis and VMD  and this is (overall) an improvement that allows us to write large .gro files in a workable manner. Fixes #550.,2012-08-04T10:48:25,1.0
212,929867e,Issue 23: 	generate bond list when using a PDB instead of a PSF,2017-08-08 18:44:14,1.0
213,f060ed3,Improved PDB performance (Issue #212),2012-07-17T14:13:54,1.0
214,fba975e,Issue 76: chainreader format,2017-08-26 22:34:42,1.0
215,ee0da3c,Fixes error introduced by a different return tuple by libxdrfile.read_trr,12/11/15 17:39,1.0
216,ef59286,added tests for Issue 46 and Issue 47 - Issue 46 passes (except for CRD because CRD Reader is missing  see Issue 40) - Issue 47 fails (because no solution is implemented yet),2012-12-01T18:02:28,1.0
217,0048b0a,Fixes a bug in topology.guessers.validate_atom_types,2015-05-20 10:10:09,1.0
218,b91013f,Small bug in distances helper code This corresponds to r47 in /code/MDAnalysis.,2012-07-20T23:02:06,1.0
219,6111be9,Stupid bug in the calculation of CenterOfMass for Timeseries (in correl.h) This corresponds to r19 in /code/MDAnalysis.,2013-04-27T03:06:03,1.0
220,5c09783,better error messages for topology and coordinate formats (Issue #266),2010-10-11T21:03:42,1.0
221,10184af,Improved the test for Issue#550 to include all lines in the coordinate file. Improved the error message.,2018-02-12T22:10:49,1.0
222,a55e6bd,Cleanup of code and minor bug fixes related to esoteric indexing of trajectories This corresponds to r53 in /code/MDAnalysis.,2008-01-31T11:47:43,1.0
223,f4fc049,Changed the format of due.py to resolve the error in test,2008-01-31T11:44:34,1.0
224,0d1220f,Resolved issue 129 with unit test included. hole.py analysis module was missing os.close() call on temporary PDB file descriptors.,2015-05-11 10:48:53,1.0
225,2819903,patch 57b by jandom: completes the fix of Issue 57 (coordinate checking of GRO/PDB writers) - From http://manual.gromacs.org/current/online/gro.html    - position (in nm  x y z in 3 columns  each 8 positions with 3 decimal places)    - velocity (in nm/ps (or km/s)  x y z in 3 columns  each 8 positions with 4 decimal places)   Does that mean a max values of 9999.999/-999.999 for coords and same for velocities  but with the decimal moved a digit to left? - added validation for gro writing  moved the coordinate checking method to parent writer class.,12/11/15 17:31,1.0
226,4ee5bb4,minor error correctionin mdamath.py,2008-01-31T11:48:29,1.0
227,bbe9fe5,prepared 0.7.1 release - bumped version to 0.7.1 - updated README with various package licences - updated contacts - removed doc/DevelopmentBranch.txt (outdated) and   added short README to point user to docs - fixed: pqr must be included in test cases,2018-02-28T12:12:48,1.0
228,59560c2,PDBQT small changes - fixed PDBQT test case  passes now sensibly - added docs - removed commented out Bio.PDB stuff in PDBQT.py (not needed) - updated CHANGELOG and AUTHORS with Paul Rigor's contribution - added PDBQT to the list of supported formats,2013-04-25T16:48:27,1.0
229,f0b2076,fixed race conditions in test suite - any tests that relied on values of the internal flags have been   changed so that they set behaviour through keyword arguments instead    of manipulating flags - affects gromacs conversion of length (GRO  XTC  TRR) with the convert_gromacs_length   flag and the use of the permissive PDB reader (permissive_pdb_reader flag) - tests could fail when they were performed in parallel and different test threads   changed the global flags - added a fes tests to check for the default values but DO NOT USE THE FLAGS during   testing,2011-04-10T12:20:45,1.0
230,b992af4,fixed race conditions in test suite - any tests that relied on values of the internal flags have been   changed so that they set behaviour through keyword arguments instead    of manipulating flags - affects gromacs conversion of length (GRO  XTC  TRR) with the convert_gromacs_length   flag and the use of the permissive PDB reader (permissive_pdb_reader flag) - tests could fail when they were performed in parallel and different test threads   changed the global flags - added a fes tests to check for the default values but DO NOT USE THE FLAGS during   testing,2018-02-27T01:39:34,1.0
231,da03548,completed FIX of Issue 45 - delete universes in tearDown() AND any references held in other data structures - reduced the maximum memory footprint to <512MB (roughly) of one test process - tests run faster again (with --processes=2 I get 109s on my MacBook Pro 2-core for ~170 tests,2011-02-08T11:59:59,1.0
232,3ab4202,analysis.align: quick hacks to make it work again - must use an atom selection for the writer (workaround for Issue 49 when writing to a PDB or GRO) - added tol_mass parameter to avoid raising an exception for small mass differences (e.g. when   one structure is defined via a psf and the other via a pdb with atom mass heuristics) - fixed the progress counter (maybe use analysis.util.progress_meter instead?),2011-04-27T20:21:44,1.0
233,97e5ab6,fixed Issue 57: optimized patch and added test case - moved the coordinate check out of the loop and test the whole coordinate array in one   go (better performance but error reporting is worse because we do not report the offending   atom anymore) - remove the opened PDB file before raising the ValueError - added test case (should have had one for PrimitivePDBWriter anyway...),2010-11-03T12:46:17,1.0
234,861639e,Rewrote TestLAMMPSDATAWriter to use pytest fixture (#1499),11/3/10 12:49,1.0
235,fba0d98,Flip formats module to run using pytest (#1417),2010-10-20T10:39:30,1.0
236,48f2fb2,Run the pytest testsuite in parallel (#1418),2010-10-25T12:58:33,1.0
237,d1ffce7,Port core module to pytest (#1443),2011-04-09T22:34:12,1.0
238,9616de7,Enable pytest warnings (#1661),2017-07-17 17:25:20,1.0
239,87dbe0e,Port auxiliary module to pytest (#1439),2017-06-21 22:39:34,1.0
240,2d969b7,FIXED Issue 37: simulation box were not converted - added coordinates.core.triclinic_box() and triclinic_vectors() to handle conversion - added function convert_dimensions_to_unitcell() to Writers   and added to the requirements of the Trajectory API - GROWriter: introduced a temporary GROWriterStandard class which will replace the current   GROWriter (which got a DeprecationWarning),2017-06-25 20:50:29,1.0
241,b97f2ab,new attributes for Atom: radius and bfactor - enhanced Atom object with the radius value (read by the PQR reader) and   added radii() to AtomGroup  this should make it easier to handle PQR files - changed the way that B-factors were stored: they are now also store with   each individual Atom. For compatibility with the old behaviour  AtomGroup.bfactors   is still a (managed) attribute but this will likely be changed to a method in   the 0.8 release to have a more uniform interface - Fixed a bug with the Bio.PDB reader: in the absence of a segid in the file it   would throw an error,2017-07-02 22:46:35,1.0
242,10ee7ff,H-bonding analysis now defaults to updating selections each time step (fixes Issue 138),2018-01-25T00:44:27,1.0
243,be8db1c,Gromacs trajectories fixes and improvements - FIXED: trr/xtc tests failed (on Mac OS X) when MDAnalysis was properly installed   as a egg directory but not as a developer install:   - forgot to include the trr and xtc files in the package   - learned that xdrfile_open() segfaults (at least Mac OS X) if     there is no file: added additional check to prevent that - Gromacs XDR reader now behave like DCDReader:   (1) raise IOError when done    (2) continue raising with repeated next() - for some reason  TRR files can (always??) return status exdrINT at end of file  catch   this in _read_next_timestep() - regenerated swig files from libxdrfile.i (only minor doc things),2017-06-28 16:21:54,1.0
