,hash,message,time,buggy
197,dc84c14,Fix the display issue for the range-separation parameter,2018-03-08T00:52:26,1
198,05d533b,Debug,2017-11-06T09:07:22,1
199,e4d35ac,debug,2018-04-25T14:13:19,1
200,bd6bcc7,Debug,2017-11-06T09:08:15,1
201,5dd9ac1,Debug,2017-11-06T08:51:14,1
202,05f0c8f,Debug prtnabla,2017-12-01T13:45:15,1
203,c9b9d0c,small fix in the MPI of the fit process,2017-06-20T15:27:18,1
204,e0818ec,Fix warnings encountered with mksite.py WARNING: Don't know how to handle wikilink token . Also  miscellaneous fixes.,2018-03-07T18:33:25,1
205,d9d4ac1,Fix minor problems : src/66_wfs/dotprod_set_cgcprj.F90 pass abilint,2017-12-22T21:21:09,1
206,5e909e5,Fixed small inconsistencies related to k-points,2018-06-20T18:36:06,1
207,eb49b62,Fix minor problems with links and other things  detected by the test farm,2017-07-28T08:54:49,1
208,815110d,Fix import,2017-01-10T18:39:19,1
209,238f1cf,Fix duplicated import,2017-01-10T18:21:25,1
210,a4e821a,Fix import,2018-05-09T00:55:22,1
211,110a550,Fix minor typo.	modified:   57_iovars/chkinp.F90,2016-08-16T17:45:41,1
212,d2c3630,Fix 'CHARACTER expression will be truncated in assignment' problem,2017-12-19T03:50:35,1
213,4684872.0,Fix an hyperlink. Modified:   lesson_basepar.html,2016-09-21T16:27:49,1
214,850bf04,Quick fix to get around the occasional FFT mesh error for HF (hybrid) calculations,2016-11-16T01:28:17,1
215,563215c,Trying to fix speed of sound calculation.,2017-07-18T09:49:00,1
216,50b5d86,Correct computation of H^2 in dfptnl_pert  plus some minor improvments,2017-03-03T13:02:48,1
217,f6eef3b,petrus and max2 fix,2017-10-04T15:02:46,1
218,826c26b,fix max2,2016-11-09T18:51:26,1
219,ec95cbd,fix tests again for thermo argument evaluations,2017-04-29T23:21:30,1
220,21a0c60,Fix robodoc tag,2018-03-26T20:55:36,1
221,c8b98be,Minor correction in dfpt_vtorho.F90,2016-09-13T14:22:28,1
222,e022dfa,Fix problems detected by linkchecker in tutorial doc,2017-07-20T09:02:42,1
223,fa60ed8,Correct nloalg in opernlb_ylm,2017-02-22T15:00:49,1
224,12c90c7,Reinstall correct testfarm.conf,2018-05-31T13:58:44,1
225,65ba346,robodoc correction,2016-11-10T13:06:51,1
226,74f5679,Bug correction in the trunk ? module missing and makemake update,2016-12-09T13:01:18,1
227,6fec2bb,Fix problems for robodoc,2018-06-21T13:45:54,1
228,289755.0,link corrections,2017-07-19T11:58:25,1
229,ca392e0,Fixed a small bug in the ElectronPhononCoupling module that would prevent proper import.,2016-12-20T19:11:47,1
230,6045c6e,Minor corrections.,2017-07-18T06:18:23,1
231,d09f09a,Start to correct many minor issues,2017-07-17T20:37:22,1
232,ae52cd4,Fix links,2018-03-03T02:03:38,1
233,025cbf3,Fix links to robodoc,2018-03-15T01:09:24,1
234,f29aea8,Fix many links related to aim,2017-08-04T15:55:12,1
235,aabe761,Fix minor problems  so that compilation is OK.,2017-12-24T09:29:23,1
236,74f5753,Fix minor stuff,2017-09-26T16:12:52,1
237,30429cf,Fix linkchecker problems. Minor improvements as well.,2018-06-18T06:48:04,1
238,0af52f0,Fix minor problems in input files,2017-04-28T16:11:20,1
239,7c7462c,Fix allocation issue,2017-03-05T05:36:30,1
240,ceddc6d,Fix of a subset of borken links detected by linchecker.,2018-03-17T09:01:05,1
241,e7c34f8,Fix compile problems.,2017-09-27T13:48:11,1
242,6e0441a,Fix dependencies,2018-04-01T13:47:39,1
243,b461871,Fix incoherent allocation of amass,2017-08-16T08:55:00,1
244,5b3597f,"Fix closing of ""balises"" remarked by JMB",2017-07-19T15:47:27,1
245,a12c654,Fix URL,2017-07-20T19:27:37,1
246,e6af034,Fix misplaced HAVE_NETCDF,2017-01-02T19:54:07,1
247,70c5403,Fix formats in isfile,2017-01-02T23:11:48,1
248,097dc9c,Fix the echo of kptns_hf,2017-10-23T08:19:46,1
249,b63451e,Fix roboidiot marker,2018-05-16T02:28:00,1
250,4ec33de,Fix  wf convergence ?,2017-07-05T16:00:16,1
251,59c4364,Error due to backporting,2018-06-20T08:34:31,1
252,3d75257,Fix ordere of relevances in topics,2018-04-19T15:27:14,1
253,5aee485,Fix use m_time,2018-04-09T06:18:11,1
254,a6f6077,This should fix the problem with luo and README.xlf,2016-07-14T11:31:27,1
255,478581.0,small bugs fixed for tests,2017-02-17T09:49:44,1
256,cbb68f6,Fix problem with args of pawgrnl in 66_wfs/fock_getghc.F90. Also suppress two debugging write statements.,2017-03-04T07:02:08,1
257,c623fdc,Fix the problem to make the infos_html tar.gz file,2017-07-20T13:38:43,1
258,8e192ed,Fix small3* (should be small)  detected by JMichel,2017-08-01T12:15:40,1
259,ca583e3,Correct the permissions. Strange to see that they had changed ...,2017-07-28T20:29:34,1
260,f2440bb,Fix wrong varnames in anaddb tests,2017-01-23T22:55:23,1
261,536d49e,Fix issue with DOS + order eigenvalues for printing,2016-10-28T14:49:43,1
262,bdc1073,dirty fix of fft issue in hybrid,2016-10-01T21:17:02,1
263,1f74e29,Fix minor problems in acknowledgments.html,2016-08-13T14:30:33,1
264,604a6c5,fixed timab bug in src/66_wfs/getgh1c.F90,2018-01-10T14:28:38,1
265,a67242a,Debugging. I think I found the bug in dvdb_ftinterp_qpt.,2017-06-12T10:46:53,1
266,2df2400,Implement the correct determination of new_wght,2018-03-07T21:14:04,1
267,7363dc2,bug correction for stresses in fock calculations,2017-09-28T18:35:14,1
268,6dab532,quick fixes,2017-03-07T14:27:30,1
269,3dbe3bc,Merge was not correct,2017-03-29T10:38:16,1
270,e1685c6,Correct mess after merge,2018-04-06T18:31:47,1
271,b78debd,Correct netcdf support,2017-04-05T10:19:31,1
272,c1c9343,Two more fixes related to ABI_CONTIGUOUS,2018-05-30T19:13:39,1
273,5c3f4e5,Fix abirules and timana,2018-02-27T08:24:05,1
274,7091f3f,abirules fix,2017-09-29T14:40:00,1
275,ae19e66,fix xml/ddb not read bug and clean,2018-05-28T16:22:32,1
276,a9032bc,Fix bigdft compilation,2018-03-27T18:14:10,1
277,bbe8b5e,correct for failing tests,2017-03-20T13:00:43,1
278,c5bff91,Fixed defs_datatypes not available when building 43_wvl_wrappers,2018-06-20T17:30:45,1
279,92f77e4,Fix minor problems,2018-05-05T21:33:08,1
280,8636f17,Fix doc for rfatpol,2017-02-02T14:46:40,1
281,a4eb856,Bug fix: g-vectors were not correctly computed when getcell/=0,2017-08-23T13:16:09,1
282,023c9d7,Fix list of args,2018-05-05T21:40:59,1
283,f2fd699,Quick fix for vdw D3: chkinp test was to restrictive,2017-05-30T19:27:21,1
284,9544b0a,fix the error message in the general case  and restricts it to dmft calculations,2016-09-21T10:43:29,1
285,8a8062d,Minor fix,2017-07-04T11:17:51,1
286,2149a1e,Minor fixes,2017-07-04T11:15:59,1
287,c43ccfd,Minor fixes,2017-05-27T13:02:02,1
288,d15771c,Minor fixes,2018-03-03T20:18:12,1
289,15ee0bd,Minor fixes,2017-08-08T08:00:20,1
290,e83a619,Minor fixes,2017-07-27T10:27:38,1
291,4ea8d20,Minor fixes,2017-07-18T14:27:56,1
292,5ccf5a3,Fix minor issues,2018-05-05T21:49:30,1
293,5638b7f,FIx minor issues,2017-12-27T21:11:36,1
294,d3dc2be,Corrections after merging,2018-05-02T09:49:07,1
295,c8303dd,max2 bot error fixed,2017-05-02T23:00:53,1
296,a333e4f,fixed gs Zeeman bug  changed several lines related to constrained magnetization in setvtr  debug template for dynamic magnetic charges,2017-04-11T18:59:35,1
297,9545700000.0,Fix py2.7 issue,2018-05-13T00:48:06,1
298,9ffe75b,Fix bug in mkphdos introduced in gitlab version (PJDOSes do not sum up to TOT_PHDOS),2018-01-29T20:12:32,1
299,27748f9,fix in warningschk.py,2017-11-08T16:41:19,1
300,4d4fe61,One more minor fix of a problem detected by linkchecker.,2018-06-18T10:42:55,1
301,3b6ba8d,smdelta is an integer  so should use intarr. Bug seen and fixed by Jordan Bieder.,2018-06-04T13:07:23,1
302,f1bd22b,Fix bug in smpbz (taking into account shiftk was incorrect),2017-10-20T09:27:40,1
303,2ab3d76,Fix minor problem with abi_checks.py,2017-07-04T13:21:33,1
304,184711b,Fix wrong index in calc_sigx_me,2017-05-16T09:48:03,1
305,03a5373,Some fix of the documentation for developers/,2018-03-28T11:20:48,1
306,f1ff83c,Fix the declrataion and innder document of chkdilatmx,2017-10-03T13:01:49,1
307,16f15ac,Fix internal links (generated_files),2018-03-03T15:19:09,1
308,b7dbbc2,Fix problems found by abilint,2017-03-02T09:00:16,1
309,6da0313,Fix gub (endif missing),2017-10-03T15:39:40,1
310,a25de8e,Removed one more unused arg. Fix a bug.,2018-02-21T09:58:37,1
311,d425205,Fix problem with tdepes_2 . Also define depes_4_plot_bs.in.,2018-03-18T16:25:24,1
312,1a3faad,Fix a remaining problem with backlinks in topics,2017-08-11T21:34:45,1
313,9e07ffa,Fix bugs that created problems for link,2017-07-20T13:01:16,1
314,71cf355,bug correction for stresses in Fock ACE,2017-09-29T18:06:35,1
315,a018663,Fixed bug in DDB interpolation,2018-05-06T15:08:21,1
316,a3bd320,Fix the problems for abiref_debug,2017-12-19T17:23:34,1
317,bb69b4f,Fix one remaining effmass,2017-08-09T17:46:44,1
318,995cc45,Finally fix problem with newlines in imgmov,2016-12-05T14:45:50,1
319,04e55d5,Correction of nonlop,2017-03-13T10:54:25,1
320,d9db084,fix bug in out1dm reported by NAG: cnly me_fft == 0 should close temp_unit,2017-05-27T19:55:21,1
321,6497f15,Fixed spelling error in MSRQ output,2017-05-17T12:09:40,1
322,89fc631,Fix a bug in Fock parallel  with metallic occupations   document the LibXC options for hybrid functionals,2017-04-28T15:54:43,1
323,a7ac58a,Fixed abirules. Corrected some memory leaks.,2016-10-06T14:45:10,1
324,e2b0505,Fixed bugs,2017-07-03T05:58:05,1
325,b188c9e,Fix bug (from Lucas Baguet): tolrde was not read anymore.,2018-04-23T21:31:30,1
326,22a8eae,Another correction (abirules),2017-02-22T14:28:23,1
327,fa8f83b,small bug fixed in the writing of XML for coefficient,2016-11-30T08:55:05,1
328,e978dd6,Two bug fixes: a copy was wrong in effpot_mover  improvment of zheevd using MAGMA (from dominic on the forum),2017-04-26T16:41:58,1
329,b833900,Fix portability problem in ConfigParser detected by py3k,2016-11-29T20:23:59,1
330,0eb3f4b,Correct links in abinit_vars.yml,2017-07-20T08:39:02,1
331,449f17a,Fix minor problems modified:   abinit_vars.yml,2016-08-15T22:26:55,1
332,ec82568,Correct even more links,2017-08-04T16:12:57,1
